Testni primer za prastevilo : 67 Mnozica: Z_67
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66
Kolicnik: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1 34 45 17 27 56 48 42 15 47 61 28 31 24  9 21  4 41 60 57 16 64 35 14 59 49  5 12 37 38 13 44 65  2 23 54 29 30 55 62 18  8 53 32  3 51 10  7 26 63 46 58 43 36 39  6 20 52 25 19 11 40 50 22 33 66
  2  1 23 34 54 45 29 17 30 27 55 56 62 48 18 42  8 15 53 47 32 61  3 28 51 31 10 24  7  9 26 21 63  4 46 41 58 60 43 57 36 16 39 64  6 35 20 14 52 59 25 49 19  5 11 12 40 37 50 38 22 13 33 44 66 65
  3 35  1 51 14 34 10 59 45  7 49 17 26  5 27 63 12 56 46 37 48 58 38 42 43 13 15 36 44 47 39 65 61  6  2 28 20 23 31 52 54 24 25 29  9 19 30 21 11 55  4 40 62 41 50 18 60 22  8 57 33 53 16 66 32 64
  4  2 46  1 41 23 58 34 60 54 43 45 57 29 36 17 16 30 39 27 64 55  6 56 35 62 20 48 14 18 52 42 59  8 25 15 49 53 19 47  5 32 11 61 12  3 40 28 37 51 50 31 38 10 22 24 13  7 33  9 44 26 66 21 65 63
  5 36 24 18  1 12 39  9  8 34 37  6 21 53 45 38 20  4 32 17 13 52 41  3 27 44 25 60 51 56 65 19 57 10 48  2 11 16  7 42 23 40 64 26 15 54 50 35 63 47 29 22 14 46 61 30 33 59 58 28 55 66 49 43 31 62
  6  3  2 35 28  1 20 51 23 14 31 34 52 10 54 59 24 45 25  7 29 49  9 17 19 26 30  5 21 27 11 63 55 12  4 56 40 46 62 37 41 48 50 58 18 38 60 42 22 43  8 13 57 15 33 36 53 44 16 47 66 39 32 65 64 61
  7 37 47 52 55 57  1 26 38 61 25 62 16 34 63 13 28 19 18 64 45 46 44 31 11  8 35 17 58 65 24 40 53 14 27 43  2  9 50 32 59 56 36 23 21 22  3 49 48 39 54  4 33 51  5 42  6 29 41 66 10 12 15 20 30 60
  8  4 25  2 15 46 49  1 53 41 19 23 47 58  5 34 32 60 11 54 61 43 12 45  3 57 40 29 28 36 37 17 51 16 50 30 31 39 38 27 10 64 22 55 24  6 13 56  7 35 33 62  9 20 44 48 26 14 66 18 21 52 65 42 63 59
  9 38  3 19 42 35 30 43  1 21 13 51 11 15 14 55 36 34  4 44 10 40 47 59 62 39 45 41 65  7 50 61 49 18  6 17 60  2 26 22 28  5  8 20 27 57 23 63 33 31 12 53 52 56 16 54 46 66 24 37 32 25 48 64 29 58
 10  5 48 36  2 24 11 18 16  1  7 12 42 39 23  9 40  8 64 34 26 37 15  6 54 21 50 53 35 45 63 38 47 20 29  4 22 32 14 17 46 13 61 52 30 41 33  3 59 27 58 44 28 25 55 60 66 51 49 56 43 65 31 19 62 57
 11 39 26 53 29 13 59 60 31 48  1 40  6 63 32 30 44 49 57 24 42 34 50 20 46  3 55 65  5 16  9 15 45 22 52 58 51 62  2 12 64 21 47 17 33 25 43 10 18 23 37 35  4 61 27 66 19 36  7  8 54 38 14 41 28 56
 12  6  4  3 56  2 40 35 46 28 62  1 37 20 41 51 48 23 50 14 58 31 18 34 38 52 60 10 42 54 22 59 43 24  8 45 13 25 57  7 15 29 33 49 36  9 53 17 44 19 16 26 47 30 66  5 39 21 32 27 65 11 64 63 61 55
 13 40 49 20 16 58 21 10 61  8 56 29  1 44 50  5 52 64 43  4  7 28 53 48 30 34 65 22 12 25 35 36 41 26 31 32 42 55 45  2 33 37 19 14 39 60 63 24  3 15 62 17 23 66 38 11 59  6 57 46  9 51 47 18 27 54
 14  7 27 37 43 47  2 52  9 55 50 57 32  1 59 26 56 38 36 61 23 25 21 62 22 16  3 34 49 63 48 13 39 28 54 19  4 18 33 64 51 45  5 46 42 44  6 31 29 11 41  8 66 35 10 17 12 58 15 65 20 24 30 40 60 53
 15 41  5 54  3 36 50 27 24 35 44 18 63 25  1 47 60 12 29 51 39 22 56  9 14 65  8 46 19 34 61 57 37 30 10  6 33 48 21 59  2 53 58 11 45 28 16 38 55  7 20 66 42  4 49 23 32 43 40 17 31 64 13 62 26 52
 16  8 50  4 30 25 31  2 39 15 38 46 27 49 10  1 64 53 22 41 55 19 24 23  6 47 13 58 56  5  7 34 35 32 33 60 62 11  9 54 20 61 44 43 48 12 26 45 14  3 66 57 18 40 21 29 52 28 65 36 42 37 63 17 59 51
 17 42 28 21 57 14 12 44 54 62 32  7 58  6 19 22  1 27 15 31  4 16 59 37 65 29 18  3 26 43 20 11 33 34 56 47 24 41 64 49 38  2 30  8 51 63 36 52 40 66 45 48 61  9 60 35  5 13 23 55 53 10 46 39 25 50
 18  9  6 38 17  3 60 19  2 42 26 35 22 30 28 43  5  1  8 21 20 13 27 51 57 11 23 15 63 14 33 55 31 36 12 34 53  4 52 44 56 10 16 40 54 47 46 59 66 62 24 39 37 45 32 41 25 65 48  7 64 50 29 61 58 49
 19 43 51 55 44 59 41 61 17 22 20 63 53 54 37 64  9 42  1 11 36 10 62 65 49 60 28 27 33 52 46 32 29 38 35 21 15 34 40 39  7 18  2  5 57 31 56 66 25 58  3 30 13 14  4 47 45 50  6 26  8 23 12 16 24 48
 20 10 29  5  4 48 22 36 32  2 14 24 17 11 46 18 13 16 61  1 52  7 30 12 41 42 33 39  3 23 59  9 27 40 58  8 44 64 28 34 25 26 55 37 60 15 66  6 51 54 49 21 56 50 43 53 65 35 31 45 19 63 62 38 57 47
 21 44  7 22 31 37  3 11 47 49  8 52 48 35 55 39 17 57 54 58  1  4 65 26 33 24 38 51 40 61  5 53 25 42 14 62  6 27 16 29 43 34 41  2 63 66  9 13 10 50 28 12 32 19 15 59 18 20 56 64 30 36 45 60 23 46
 22 11 52 39 58 26 51 53 62 29  2 13 12 59 64 60 21 31 47 48 17  1 33 40 25  6 43 63 10 32 18 30 23 44 37 49 35 57  4 24 61 42 27 34 66 50 19 20 36 46  7  3  8 55 54 65 38  5 14 16 41  9 28 15 56 45
 23 45 30 56 18 15 32 28 10  9 63 41 43 16  6 14 25  5 40 38 33 65  1 54 17 55 48  8 47  3 31  7 21 46 60 36 64 20 59 19 12 50 13 66  2 34 29 27 62 42 53 61 51 24 26  4 58 57 39 35 52 49 11 37 22 44
 24 12  8  6 45  4 13  3 25 56 57  2  7 40 15 35 29 46 33 28 49 62 36  1  9 37 53 20 17 41 44 51 19 48 16 23 26 50 47 14 30 58 66 31  5 18 39 34 21 38 32 52 27 60 65 10 11 42 64 54 63 22 61 59 55 43
 25 46 53 23  5 60 61 45 40 36 51 30 38 64 24 56 33 20 26 18 65 59  4 15  1 19 58 32 54 12 57 28 17 50 39 10 55 13 35  9 48 66 52 63  8  2 49 41 47 34 11 43  3 29 37 16 31 27 22  6  7 62 44 14 21 42
 26 13 31 40 32 49 42 20 55 16 45 58  2 21 33 10 37 61 19  8 14 56 39 29 60  1 63 44 24 50  3  5 15 52 62 64 17 43 23  4 66  7 38 28 11 53 59 48  6 30 57 34 46 65  9 22 51 12 47 25 18 35 27 36 54 41
 27 47  9 57 59 38 23 62  3 63 39 19 33 45 42 31 41 35 12 65 30 53  7 43 52 50  1 56 61 21 16 49 13 54 18 51 46  6 11 66 17 15 24 60 14 37  2 55 32 26 36 25 22 34 48 28  4 64  5 44 29  8 10 58 20 40
 28 14 54  7 19 27  4 37 18 43 33 47 64  2 51 52 45  9  5 55 46 50 42 57 44 32  6  1 31 59 29 26 11 56 41 38  8 36 66 61 35 23 10 25 17 21 12 62 58 22 15 16 65  3 20 34 24 49 30 63 40 48 60 13 53 39
 29 48 32 24 46 16 52 12 33 23 27  8 28 26 60  6 49 50 65 45 62 47 10  4 36 14 11 13  1 30 42  3  9 58 64 25 37 66 54 56 53 31 63 57 20  5 22  2 17 18 61  7 41 39 59 40 44 34 55 15 51 21 43 35 19 38
 30 15 10 41  6  5 33 54 48  3 21 36 59 50  2 27 53 24 58 35 11 44 45 18 28 63 16 25 38  1 55 47  7 60 20 12 66 29 42 51  4 39 49 22 23 56 32  9 43 14 40 65 17  8 31 46 64 19 13 34 62 61 26 57 52 37
 31 49 55 58 33 61 14 29 63 50 15 64 23  7 11 48 57 65 51 25 27 41 13 32 20 45 21 37  8 39  1 24  5 62 43 66 28 59 30 46 22 47 35 54 26 40 42 16  2 10 19 56 60 44  3 52 17  4 38 53  6 34  9 12 18 36
 32 16 33  8 60 50 62  4 11 30  9 25 54 31 20  2 61 39 44 15 43 38 48 46 12 27 26 49 45 10 14  1  3 64 66 53 57 22 18 41 40 55 21 19 29 24 52 23 28  6 65 47 36 13 42 58 37 56 63  5 17  7 59 34 51 35
 33 50 11 25 20 39 43 46 26 10  3 53 18 55 29 23 65 13 37  5 59 35 16 60  4  9 31 61 15 48 27 45  1 66 22 40 19 52  6 36 58 63  7 51 32  8 62 30 54  2 44 38 12 49 14 64 57 41 21 24 28 47 42 56 17 34
 34 17 56 42 47 28 24 21 41 57 64 14 49 12 38 44  2 54 30 62  8 32 51  7 63 58 36  6 52 19 40 22 66  1 45 27 48 15 61 31  9  4 60 16 35 59  5 37 13 65 23 29 55 18 53  3 10 26 46 43 39 20 25 11 50 33
 35 51 34 59  7 17  5 63 56 37 58 42 13 36 47 65  6 28 23 52 24 29 19 21 55 40 41 18 22 57 53 66 64  3  1 14 10 45 49 26 27 12 46 48 38 43 15 44 39 61  2 20 31 54 25  9 30 11  4 62 50 60  8 33 16 32
 36 18 12  9 34  6 53 38  4 17 52  3 44 60 56 19 10  2 16 42 40 26 54 35 47 22 46 30 59 28 66 43 62  5 24  1 39  8 37 21 45 20 32 13 41 27 25 51 65 57 48 11  7 23 64 15 50 63 29 14 61 33 58 55 49 31
 37 52 57 26 61 62 34 13 19 64 46 31  8 17 65 40 14 43  9 32 56 23 22 49 39  4 51 42 29 66 12 20 60  7 47 55  1 38 25 16 63 28 18 45 44 11 35 58 24 53 27  2 50 59 36 21  3 48 54 33  5  6 41 10 15 30
 38 19 35 43 21 51 15 55 34 44 40 59 39 41  7 61 18 17  2 22  5 20 57 63 31 53 56 54 66 37 25 64 58  9  3 42 30  1 13 11 14 36  4 10 47 62 45 65 50 49  6 60 26 28  8 27 23 33 12 52 16 46 24 32 48 29
 39 53 13 60 48 40 63 30 49 24 34 20  3 65 16 15 22 58 62 12 21 17 25 10 23 35 61 66 36  8 38 41 56 11 26 29 59 31  1  6 32 44 57 42 50 46 55  5  9 45 52 51  2 64 47 33 43 18 37  4 27 19  7 54 14 28
 40 20 58 10  8 29 44  5 64  4 28 48 34 22 25 36 26 32 55  2 37 14 60 24 15 17 66 11  6 46 51 18 54 13 49 16 21 61 56  1 50 52 43  7 53 30 65 12 35 41 31 42 45 33 19 39 63  3 62 23 38 59 57  9 47 27
 41 54 36 27 35 18 25 47 12 51 22  9 65 46 34 57 30  6 48 59 53 11 28 38  7 66  4 23 43 17 64 62 52 15  5  3 50 24 44 63  1 60 29 39 56 14  8 19 61 37 10 33 21  2 58 45 16 55 20 42 49 32 40 31 13 26
 42 21 14 44 62  7  6 22 27 31 16 37 29  3 43 11 34 47 41 49  2  8 63 52 66 48  9 35 13 55 10 39 50 17 28 57 12 54 32 58 19  1 15  4 59 65 18 26 20 33 56 24 64 38 30 51 36 40 45 61 60  5 23 53 46 25
 43 55 59 61 22 63 54 64 42 11 10 65 60 27 52 32 38 21 34 39 18  5 31 66 58 30 14 47 50 26 23 16 48 19 51 44 41 17 20 53 37  9  1 36 62 49 28 33 46 29 35 15 40  7  2 57 56 25  3 13  4 45  6  8 12 24
 44 22 37 11 49 52 35 39 57 58  4 26 24 51 61 53 42 62 27 29 34  2 66 13 50 12 19 59 20 64 36 60 46 21  7 31  3 47  8 48 55 17 54  1 65 33 38 40  5 25 14  6 16 43 41 63  9 10 28 32 15 18 56 30 45 23
 45 56 15 28  9 41 16 14  5 38 65 54 55  8  3  7 46 36 20 19 50 66 34 27 42 61 24  4 57 35 49 37 44 23 30 18 32 10 63 43  6 25 40 33  1 17 48 47 31 21 60 64 59 12 13  2 29 62 53 51 26 58 39 52 11 22
 46 23 60 45 36 30 64 56 20 18 59 15 19 32 12 28 50 10 13  9 66 63  2 41 34 43 29 16 27  6 62 14 42 25 53  5 61 40 51 38 24 33 26 65  4  1 58 54 57 17 39 55 35 48 52  8 49 47 11  3 37 31 22  7 44 21
 47 57 38 62 63 19 45 31 35 65 53 43 50 56 21 49 54 51  6 66 15 60 37 55 26 25 34 28 64 44  8 58 40 27  9 59 23  3 39 33 42 41 12 30  7 52  1 61 16 13 18 46 11 17 24 14  2 32 36 22 48  4  5 29 10 20
 48 24 16 12 23  8 26  6 50 45 47  4 14 13 30  3 58 25 66 56 31 57  5  2 18  7 39 40 34 15 21 35 38 29 32 46 52 33 27 28 60 49 65 62 10 36 11  1 42  9 64 37 54 53 63 20 22 17 61 41 59 44 55 51 43 19
 49 58 61 29 50 64  7 48 65 25 41 32 45 37 39 24 62 66 59 46 47 54 40 16 10 56 44 52  4 53 34 12 36 31 55 33 14 63 15 23 11 57 51 27 13 20 21  8  1  5 43 28 30 22 35 26 42  2 19 60  3 17 38  6  9 18
 50 25 39 46 10 53 55 23 13  5 35 60  9 61 48 45 66 40 52 36 63 51  8 30  2 38 49 64 41 24 47 56 34 33 11 20 43 26  3 18 29 65 37 59 16  4 31 15 27  1 22 19  6 58  7 32 62 54 44 12 14 57 21 28 42 17
 51 59 17 63 37 42 36 65 28 52 29 21 40 18 57 66  3 14 45 26 12 48 43 44 61 20 54  9 11 62 60 33 32 35 34  7  5 56 58 13 47  6 23 24 19 55 41 22 53 64  1 10 49 27 46 38 15 39  2 31 25 30  4 50  8 16
 52 26 62 13 64 31 17 40 43 32 23 49  4 42 66 20  7 55 38 16 28 45 11 58 53  2 59 21 48 33  6 10 30 37 57 61 34 19 46  8 65 14  9 56 22 39 51 29 12 60 47  1 25 63 18 44 35 24 27 50 36  3 54  5 41 15
 53 60 40 30 24 20 65 15 58 12 17 10 35 66  8 41 11 29 31  6 44 42 46  5 45 51 64 33 18  4 19 54 28 39 13 48 63 49 34  3 16 22 62 21 25 23 61 36 38 56 26 59  1 32 57 50 55  9 52  2 47 43 37 27  7 14
 54 27 18 47 51  9 46 57  6 59 11 38 66 23 17 62 15  3 24 63 60 39 14 19 37 33  2 45 55 42 32 31 26 41 36 35 25 12 22 65 34 30 48 53 28  7  4 43 64 52  5 50 44  1 29 56  8 61 10 21 58 16 20 49 40 13
 55 61 63 64 11 65 27 32 21 39  5 66 30 47 26 16 19 44 17 53  9 36 49 33 29 15  7 57 25 13 45  8 24 43 59 22 54 42 10 60 52 38 34 18 31 58 14 50 23 48 51 41 20 37  1 62 28 46 35 40  2 56  3  4  6 12
 56 28 41 14 38 54  8  7 36 19 66 27 61  4 35 37 23 18 10 43 25 33 17 47 21 64 12  2 62 51 58 52 22 45 15  9 16  5 65 55  3 46 20 50 34 42 24 57 49 44 30 32 63  6 40  1 48 31 60 59 13 29 53 26 39 11
 57 62 19 31 65 43 56 49 51 66 60 55 25 28 44 58 27 59  3 33 41 30 52 61 13 46 17 14 32 22  4 29 20 47 38 63 45 35 53 50 21 54  6 15 37 26 34 64  8 40  9 23 39 42 12  7  1 16 18 11 24  2 36 48  5 10
 58 29 64 48 25 32 37 24 66 46 54 16 56 52 53 12 31 33 63 23 57 27 20  8  5 28 22 26  2 60 17  6 18 49 61 50  7 65 41 45 39 62 59 47 40 10 44  4 34 36 55 14 15 11 51 13 21  1 43 30 35 42 19  3 38  9
 59 63 42 65 52 21 18 66 14 26 48 44 20  9 62 33 35  7 56 13  6 24 55 22 64 10 27 38 39 31 30 50 16 51 17 37 36 28 29 40 57  3 45 12 43 61 54 11 60 32 34  5 58 47 23 19 41 53  1 49 46 15  2 25  4  8
 60 30 20 15 12 10 66 41 29  6 42  5 51 33  4 54 39 48 49  3 22 21 23 36 56 59 32 50  9  2 43 27 14 53 40 24 65 58 17 35  8 11 31 44 46 45 64 18 19 28 13 63 34 16 62 25 61 38 26  1 57 55 52 47 37  7
 61 64 65 32 39 66 47 16 44 53 36 33 15 57 13  8 43 22 42 60 38 18 58 50 48 41 37 62 46 40 56  4 12 55 63 11 27 21  5 30 26 19 17  9 49 29  7 25 45 24 59 54 10 52 34 31 14 23 51 20  1 28 35  2  3  6
 62 31 43 49 66 55 28 58 59 33 30 61 46 14 22 29 47 63 35 50 54 15 26 64 40 23 42  7 16 11  2 48 10 57 19 65 56 51 60 25 44 27  3 41 52 13 17 32  4 20 38 45 53 21  6 37 34  8  9 39 12  1 18 24 36  5
 63 65 21 66 26 44  9 33  7 13 24 22 10 38 31 50 51 37 28 40  3 12 61 11 32  5 47 19 53 49 15 25  8 59 42 52 18 14 48 20 62 35 56  6 55 64 27 39 30 16 17 36 29 57 45 43 54 60 34 58 23 41  1 46  2  4
 64 32 66 16 53 33 57  8 22 60 18 50 41 62 40  4 55 11 21 30 19  9 29 25 24 54 52 31 23 20 28  2  6 61 65 39 47 44 36 15 13 43 42 38 58 48 37 46 56 12 63 27  5 26 17 49  7 45 59 10 34 14 51  1 35  3
 65 66 44 33 13 22 38 50 37 40 12 11  5 19 49 25 59 52 14 20 35  6 64 39 16 36 57 43 60 58 41 46  4 63 21 26  9  7 24 10 31 51 28  3 61 32 47 53 15  8 42 18 48 62 56 55 27 30 17 29 45 54 34 23  1  2
 66 33 22 50 40 11 19 25 52 20  6 39 36 43 58 46 63 26  7 10 51  3 32 53  8 18 62 55 30 29 54 23  2 65 44 13 38 37 12  5 49 59 14 35 64 16 57 60 41  4 21  9 24 31 28 61 47 15 42 48 56 27 17 45 34  1
----------------------------------
Navadna potenca: 
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 60 53 39 11 22 44 21 42 17 34  1  2  4  8 16 32 64 61 55 43 19
 64 58 40 53 25  8 24  5 15 45  1  3  9 27 14 42 59 43 62 52 22
 49 62 47 54 15 60 39 22 21 17  1  4 16 64 55 19  9 36 10 40 26
 62 42  9 45 24 53 64 52 59 27  1  5 25 58 22 43 14  3 15  8 40
 21 59 19 47 14 17 35  9 54 56  1  6 36 15 23  4 24 10 60 25 16
 65 53 36 51 22 20  6 42 26 48  1  7 49  8 56 57 64 46 54 43 33
 59  3 24 58 62 27 15 53 22 42  1  8 64 43  9  5 40 52 14 45 25
  9 14 59 62 22 64 40 25 24 15  1  9 14 59 62 22 64 40 25 24 15
 35 15 16 26 59 54  4 40 65 47  1 10 33 62 17 36 25 49 21  9 23
 16 42 60 57 24 63 23 52 36 61  1 11 54 58 35 50 14 20 19  8 21
 54 45  4 48 40 11 65 43 47 28  1 12 10 53 33 61 62  7 17  3 36
 55 45 49 34 40 51 60 43 23 31  1 13 35 53 19 46 62  2 26  3 39
 14 62 64 25 15  9 59 22 40 24  1 14 62 64 25 15  9 59 22 40 24
 15 24 25 40 64 22 62 59 14  9  1 15 24 25 40 64 22 62 59 14  9
 56 25 65 35 24 49 47 15 39 21  1 16 55  9 10 26 14 23 33 59  6
 26 40 10 36  9 19 55 64 16  4  1 17 21 22 39 60 15 54 47 62 49
  4  5 23 12 15  2 36 45  6 41  1 18 56  3 54 34  9 28 35 27 17
 33 24 54 21 64 10 56 59 49 60  1 19 26 25  6 47 22 16 36 14 65
 23 58 21 18 25 31 17  5 33 57  1 20 65 27  4 13 59 41 16 52 35
  6 59 33 23 14 26 10  9 55 16  1 21 39 15 47 49 24 35 65 25 56
 22 15 62 24 59 25 14 40  9 64  1 22 15 62 24 59 25 14 40  9 64
 47  9  6  4 25 39 26 62 19 35  1 23 60 40 49 55 59 17 56 15 10
 24 40 22 59  9 15 25 64 62 14  1 24 40 22 59  9 15 25 64 62 14
 25 22 14 15 40 62  9 24 64 59  1 25 22 14 15 40 62  9 24 64 59
 17 40 35 39  9 33 54 64 56 49  1 26  6 22 36 65 15 55 23 62  4
 40  8 15  3 14 43 22 58 25  5  1 27 59 52 64 53 24 45  9 42 62
 36  3 17  7 62 61 33 53 10 12  1 28 47 43 65 11 40 48  4 45 54
 37  1 29 37  1 29 37  1 29 37  1 29 37  1 29 37  1 29 37  1 29
 29 66 37 38  1 30 29 66 37 38  1 30 29 66 37 38  1 30 29 66 37
 39  3 26  2 62 46 19 53 35 13  1 31 23 43 60 51 40 34 49 45 55
 10 52 56 50 59 12 49 27 60 44  1 32 19  5 26 28 25 63  6 58 47
 19 24 55  6 64 35 16 59  4 65  1 33 17 25 21 23 22 56 39 14 60
 19 43 55 61 64 32 16  8  4  2  1 34 17 42 21 44 22 11 39 53 60
 10 15 56 17 59 55 49 40 60 23  1 35 19 62 26 39 25  4  6  9 47
 39 64 26 65 62 21 19 14 35 54  1 36 23 24 60 16 40 33 49 22 55
 29  1 37 29  1 37 29  1 37 29  1 37 29  1 37 29  1 37 29  1 37
 37 66 29 30  1 38 37 66 29 30  1 38 37 66 29 30  1 38 37 66 29
 36 64 17 60 62  6 33 14 10 55  1 39 47 24 65 56 40 19  4 22 54
 40 59 15 64 14 24 22  9 25 62  1 40 59 15 64 14 24 22  9 25 62
 17 27 35 28  9 34 54  3 56 18  1 41  6 45 36  2 15 12 23  5  4
 25 45 14 52 40  5  9 43 64  8  1 42 22 53 15 27 62 58 24  3 59
 24 27 22  8  9 52 25  3 62 53  1 43 40 45 59 58 15 42 64  5 14
 47 58  6 63 25 28 26  5 19 32  1 44 60 27 49 12 59 50 56 52 10
 22 52 62 43 59 42 14 27  9  3  1 45 15  5 24  8 25 53 40 58 64
  6  8 33 44 14 41 10 58 55 51  1 46 39 52 47 18 24 32 65 42 56
 23  9 21 49 25 36 17 62 33 10  1 47 65 40  4 54 59 26 16 15 35
 33 43 54 46 64 57 56  8 49  7  1 48 26 42  6 20 22 51 36 53 65
  4 62 23 55 15 65 36 22  6 26  1 49 56 64 54 33  9 39 35 40 17
 26 27 10 31  9 48 55  3 16 63  1 50 21 45 39  7 15 13 47  5 49
 56 42 65 32 24 18 47 52 39 46  1 51 55 58 10 41 14 44 33  8  6
 15 43 25 27 64 45 62  8 14 58  1 52 24 42 40  3 22  5 59 53  9
 14  5 64 42 15 58 59 45 40 43  1 53 62  3 25 52  9  8 22 27 24
 55 22 49 33 40 16 60 24 23 36  1 54 35 14 19 21 62 65 26 64 39
 54 22  4 19 40 56 65 24 47 39  1 55 10 14 33  6 62 60 17 64 36
 16 25 60 10 24  4 23 15 36  6  1 56 54  9 35 17 14 47 19 59 21
 35 52 16 41 59 13  4 27 65 20  1 57 33  5 17 31 25 18 21 58 23
  9 53 59  5 22  3 40 42 24 52  1 58 14  8 62 45 64 27 25 43 15
 59 64 24  9 62 40 15 14 22 25  1 59 64 24  9 62 40 15 14 22 25
 65 14 36 16 22 47  6 25 26 19  1 60 49 59 56 10 64 21 54 24 33
 21  8 19 20 14 50 35 58 54 11  1 61 36 52 23 63 24 57 60 42 16
 62 25  9 22 24 14 64 15 59 40  1 62 25  9 22 24 14 64 15 59 40
 49  5 47 13 15  7 39 45 21 50  1 63 16  3 55 48  9 31 10 27 26
 64  9 40 14 25 59 24 62 15 22  1 64  9 40 14 25 59 24 62 15 22
 60 14 39 56 22 23 21 25 17 33  1 65  4 59 16 35 64  6 55 24 19
  1 66  1 66  1 66  1 66  1 66  1 66  1 66  1 66  1 66  1 66  1
----------------------------------
Kvadratni koreni: 
0 -> 1
1 -> 2
2 -> 0
3 -> 0
4 -> 2
5 -> 0
6 -> 2
7 -> 0
8 -> 0
9 -> 2
10 -> 2
11 -> 0
12 -> 0
13 -> 0
14 -> 2
15 -> 2
16 -> 2
17 -> 2
18 -> 0
19 -> 2
20 -> 0
21 -> 2
22 -> 2
23 -> 2
24 -> 2
25 -> 2
26 -> 2
27 -> 0
28 -> 0
29 -> 2
30 -> 0
31 -> 0
32 -> 0
33 -> 2
34 -> 0
35 -> 2
36 -> 2
37 -> 2
38 -> 0
39 -> 2
40 -> 2
41 -> 0
42 -> 0
43 -> 0
44 -> 0
45 -> 0
46 -> 0
47 -> 2
48 -> 0
49 -> 2
50 -> 0
51 -> 0
52 -> 0
53 -> 0
54 -> 2
55 -> 2
56 -> 2
57 -> 0
58 -> 0
59 -> 2
60 -> 2
61 -> 0
62 -> 2
63 -> 0
64 -> 2
65 -> 2
66 -> 0
----------------------------------
Multiplikativni Generator: 
2 7 11 12 13 18 20 28 31 32 34 41 44 46 48 50 51 57 61 63 
----------------------------------
