Testni primer za prastevilo : 96 Mnozica: Z_96
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70
 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71
 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73
 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74
 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77
 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78
 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80
 82 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81
 83 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82
 84 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83
 85 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
 86 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85
 87 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86
 88 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87
 89 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
 90 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
 91 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90
 92 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91
 93 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92
 94 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93
 95  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94
----------------------------------
Zmnozek: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
  0  2  4  6  8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88 90 92 94  0  2  4  6  8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88 90 92 94
  0  3  6  9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93  0  3  6  9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93  0  3  6  9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93
  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88 92
  0  5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95  4  9 14 19 24 29 34 39 44 49 54 59 64 69 74 79 84 89 94  3  8 13 18 23 28 33 38 43 48 53 58 63 68 73 78 83 88 93  2  7 12 17 22 27 32 37 42 47 52 57 62 67 72 77 82 87 92  1  6 11 16 21 26 31 36 41 46 51 56 61 66 71 76 81 86 91
  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84 90
  0  7 14 21 28 35 42 49 56 63 70 77 84 91  2  9 16 23 30 37 44 51 58 65 72 79 86 93  4 11 18 25 32 39 46 53 60 67 74 81 88 95  6 13 20 27 34 41 48 55 62 69 76 83 90  1  8 15 22 29 36 43 50 57 64 71 78 85 92  3 10 17 24 31 38 45 52 59 66 73 80 87 94  5 12 19 26 33 40 47 54 61 68 75 82 89
  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88  0  8 16 24 32 40 48 56 64 72 80 88
  0  9 18 27 36 45 54 63 72 81 90  3 12 21 30 39 48 57 66 75 84 93  6 15 24 33 42 51 60 69 78 87  0  9 18 27 36 45 54 63 72 81 90  3 12 21 30 39 48 57 66 75 84 93  6 15 24 33 42 51 60 69 78 87  0  9 18 27 36 45 54 63 72 81 90  3 12 21 30 39 48 57 66 75 84 93  6 15 24 33 42 51 60 69 78 87
  0 10 20 30 40 50 60 70 80 90  4 14 24 34 44 54 64 74 84 94  8 18 28 38 48 58 68 78 88  2 12 22 32 42 52 62 72 82 92  6 16 26 36 46 56 66 76 86  0 10 20 30 40 50 60 70 80 90  4 14 24 34 44 54 64 74 84 94  8 18 28 38 48 58 68 78 88  2 12 22 32 42 52 62 72 82 92  6 16 26 36 46 56 66 76 86
  0 11 22 33 44 55 66 77 88  3 14 25 36 47 58 69 80 91  6 17 28 39 50 61 72 83 94  9 20 31 42 53 64 75 86  1 12 23 34 45 56 67 78 89  4 15 26 37 48 59 70 81 92  7 18 29 40 51 62 73 84 95 10 21 32 43 54 65 76 87  2 13 24 35 46 57 68 79 90  5 16 27 38 49 60 71 82 93  8 19 30 41 52 63 74 85
  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84  0 12 24 36 48 60 72 84
  0 13 26 39 52 65 78 91  8 21 34 47 60 73 86  3 16 29 42 55 68 81 94 11 24 37 50 63 76 89  6 19 32 45 58 71 84  1 14 27 40 53 66 79 92  9 22 35 48 61 74 87  4 17 30 43 56 69 82 95 12 25 38 51 64 77 90  7 20 33 46 59 72 85  2 15 28 41 54 67 80 93 10 23 36 49 62 75 88  5 18 31 44 57 70 83
  0 14 28 42 56 70 84  2 16 30 44 58 72 86  4 18 32 46 60 74 88  6 20 34 48 62 76 90  8 22 36 50 64 78 92 10 24 38 52 66 80 94 12 26 40 54 68 82  0 14 28 42 56 70 84  2 16 30 44 58 72 86  4 18 32 46 60 74 88  6 20 34 48 62 76 90  8 22 36 50 64 78 92 10 24 38 52 66 80 94 12 26 40 54 68 82
  0 15 30 45 60 75 90  9 24 39 54 69 84  3 18 33 48 63 78 93 12 27 42 57 72 87  6 21 36 51 66 81  0 15 30 45 60 75 90  9 24 39 54 69 84  3 18 33 48 63 78 93 12 27 42 57 72 87  6 21 36 51 66 81  0 15 30 45 60 75 90  9 24 39 54 69 84  3 18 33 48 63 78 93 12 27 42 57 72 87  6 21 36 51 66 81
  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80  0 16 32 48 64 80
  0 17 34 51 68 85  6 23 40 57 74 91 12 29 46 63 80  1 18 35 52 69 86  7 24 41 58 75 92 13 30 47 64 81  2 19 36 53 70 87  8 25 42 59 76 93 14 31 48 65 82  3 20 37 54 71 88  9 26 43 60 77 94 15 32 49 66 83  4 21 38 55 72 89 10 27 44 61 78 95 16 33 50 67 84  5 22 39 56 73 90 11 28 45 62 79
  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78  0 18 36 54 72 90 12 30 48 66 84  6 24 42 60 78
  0 19 38 57 76 95 18 37 56 75 94 17 36 55 74 93 16 35 54 73 92 15 34 53 72 91 14 33 52 71 90 13 32 51 70 89 12 31 50 69 88 11 30 49 68 87 10 29 48 67 86  9 28 47 66 85  8 27 46 65 84  7 26 45 64 83  6 25 44 63 82  5 24 43 62 81  4 23 42 61 80  3 22 41 60 79  2 21 40 59 78  1 20 39 58 77
  0 20 40 60 80  4 24 44 64 84  8 28 48 68 88 12 32 52 72 92 16 36 56 76  0 20 40 60 80  4 24 44 64 84  8 28 48 68 88 12 32 52 72 92 16 36 56 76  0 20 40 60 80  4 24 44 64 84  8 28 48 68 88 12 32 52 72 92 16 36 56 76  0 20 40 60 80  4 24 44 64 84  8 28 48 68 88 12 32 52 72 92 16 36 56 76
  0 21 42 63 84  9 30 51 72 93 18 39 60 81  6 27 48 69 90 15 36 57 78  3 24 45 66 87 12 33 54 75  0 21 42 63 84  9 30 51 72 93 18 39 60 81  6 27 48 69 90 15 36 57 78  3 24 45 66 87 12 33 54 75  0 21 42 63 84  9 30 51 72 93 18 39 60 81  6 27 48 69 90 15 36 57 78  3 24 45 66 87 12 33 54 75
  0 22 44 66 88 14 36 58 80  6 28 50 72 94 20 42 64 86 12 34 56 78  4 26 48 70 92 18 40 62 84 10 32 54 76  2 24 46 68 90 16 38 60 82  8 30 52 74  0 22 44 66 88 14 36 58 80  6 28 50 72 94 20 42 64 86 12 34 56 78  4 26 48 70 92 18 40 62 84 10 32 54 76  2 24 46 68 90 16 38 60 82  8 30 52 74
  0 23 46 69 92 19 42 65 88 15 38 61 84 11 34 57 80  7 30 53 76  3 26 49 72 95 22 45 68 91 18 41 64 87 14 37 60 83 10 33 56 79  6 29 52 75  2 25 48 71 94 21 44 67 90 17 40 63 86 13 36 59 82  9 32 55 78  5 28 51 74  1 24 47 70 93 20 43 66 89 16 39 62 85 12 35 58 81  8 31 54 77  4 27 50 73
  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72  0 24 48 72
  0 25 50 75  4 29 54 79  8 33 58 83 12 37 62 87 16 41 66 91 20 45 70 95 24 49 74  3 28 53 78  7 32 57 82 11 36 61 86 15 40 65 90 19 44 69 94 23 48 73  2 27 52 77  6 31 56 81 10 35 60 85 14 39 64 89 18 43 68 93 22 47 72  1 26 51 76  5 30 55 80  9 34 59 84 13 38 63 88 17 42 67 92 21 46 71
  0 26 52 78  8 34 60 86 16 42 68 94 24 50 76  6 32 58 84 14 40 66 92 22 48 74  4 30 56 82 12 38 64 90 20 46 72  2 28 54 80 10 36 62 88 18 44 70  0 26 52 78  8 34 60 86 16 42 68 94 24 50 76  6 32 58 84 14 40 66 92 22 48 74  4 30 56 82 12 38 64 90 20 46 72  2 28 54 80 10 36 62 88 18 44 70
  0 27 54 81 12 39 66 93 24 51 78  9 36 63 90 21 48 75  6 33 60 87 18 45 72  3 30 57 84 15 42 69  0 27 54 81 12 39 66 93 24 51 78  9 36 63 90 21 48 75  6 33 60 87 18 45 72  3 30 57 84 15 42 69  0 27 54 81 12 39 66 93 24 51 78  9 36 63 90 21 48 75  6 33 60 87 18 45 72  3 30 57 84 15 42 69
  0 28 56 84 16 44 72  4 32 60 88 20 48 76  8 36 64 92 24 52 80 12 40 68  0 28 56 84 16 44 72  4 32 60 88 20 48 76  8 36 64 92 24 52 80 12 40 68  0 28 56 84 16 44 72  4 32 60 88 20 48 76  8 36 64 92 24 52 80 12 40 68  0 28 56 84 16 44 72  4 32 60 88 20 48 76  8 36 64 92 24 52 80 12 40 68
  0 29 58 87 20 49 78 11 40 69  2 31 60 89 22 51 80 13 42 71  4 33 62 91 24 53 82 15 44 73  6 35 64 93 26 55 84 17 46 75  8 37 66 95 28 57 86 19 48 77 10 39 68  1 30 59 88 21 50 79 12 41 70  3 32 61 90 23 52 81 14 43 72  5 34 63 92 25 54 83 16 45 74  7 36 65 94 27 56 85 18 47 76  9 38 67
  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66  0 30 60 90 24 54 84 18 48 78 12 42 72  6 36 66
  0 31 62 93 28 59 90 25 56 87 22 53 84 19 50 81 16 47 78 13 44 75 10 41 72  7 38 69  4 35 66  1 32 63 94 29 60 91 26 57 88 23 54 85 20 51 82 17 48 79 14 45 76 11 42 73  8 39 70  5 36 67  2 33 64 95 30 61 92 27 58 89 24 55 86 21 52 83 18 49 80 15 46 77 12 43 74  9 40 71  6 37 68  3 34 65
  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64  0 32 64
  0 33 66  3 36 69  6 39 72  9 42 75 12 45 78 15 48 81 18 51 84 21 54 87 24 57 90 27 60 93 30 63  0 33 66  3 36 69  6 39 72  9 42 75 12 45 78 15 48 81 18 51 84 21 54 87 24 57 90 27 60 93 30 63  0 33 66  3 36 69  6 39 72  9 42 75 12 45 78 15 48 81 18 51 84 21 54 87 24 57 90 27 60 93 30 63
  0 34 68  6 40 74 12 46 80 18 52 86 24 58 92 30 64  2 36 70  8 42 76 14 48 82 20 54 88 26 60 94 32 66  4 38 72 10 44 78 16 50 84 22 56 90 28 62  0 34 68  6 40 74 12 46 80 18 52 86 24 58 92 30 64  2 36 70  8 42 76 14 48 82 20 54 88 26 60 94 32 66  4 38 72 10 44 78 16 50 84 22 56 90 28 62
  0 35 70  9 44 79 18 53 88 27 62  1 36 71 10 45 80 19 54 89 28 63  2 37 72 11 46 81 20 55 90 29 64  3 38 73 12 47 82 21 56 91 30 65  4 39 74 13 48 83 22 57 92 31 66  5 40 75 14 49 84 23 58 93 32 67  6 41 76 15 50 85 24 59 94 33 68  7 42 77 16 51 86 25 60 95 34 69  8 43 78 17 52 87 26 61
  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60  0 36 72 12 48 84 24 60
  0 37 74 15 52 89 30 67  8 45 82 23 60  1 38 75 16 53 90 31 68  9 46 83 24 61  2 39 76 17 54 91 32 69 10 47 84 25 62  3 40 77 18 55 92 33 70 11 48 85 26 63  4 41 78 19 56 93 34 71 12 49 86 27 64  5 42 79 20 57 94 35 72 13 50 87 28 65  6 43 80 21 58 95 36 73 14 51 88 29 66  7 44 81 22 59
  0 38 76 18 56 94 36 74 16 54 92 34 72 14 52 90 32 70 12 50 88 30 68 10 48 86 28 66  8 46 84 26 64  6 44 82 24 62  4 42 80 22 60  2 40 78 20 58  0 38 76 18 56 94 36 74 16 54 92 34 72 14 52 90 32 70 12 50 88 30 68 10 48 86 28 66  8 46 84 26 64  6 44 82 24 62  4 42 80 22 60  2 40 78 20 58
  0 39 78 21 60  3 42 81 24 63  6 45 84 27 66  9 48 87 30 69 12 51 90 33 72 15 54 93 36 75 18 57  0 39 78 21 60  3 42 81 24 63  6 45 84 27 66  9 48 87 30 69 12 51 90 33 72 15 54 93 36 75 18 57  0 39 78 21 60  3 42 81 24 63  6 45 84 27 66  9 48 87 30 69 12 51 90 33 72 15 54 93 36 75 18 57
  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56  0 40 80 24 64  8 48 88 32 72 16 56
  0 41 82 27 68 13 54 95 40 81 26 67 12 53 94 39 80 25 66 11 52 93 38 79 24 65 10 51 92 37 78 23 64  9 50 91 36 77 22 63  8 49 90 35 76 21 62  7 48 89 34 75 20 61  6 47 88 33 74 19 60  5 46 87 32 73 18 59  4 45 86 31 72 17 58  3 44 85 30 71 16 57  2 43 84 29 70 15 56  1 42 83 28 69 14 55
  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54  0 42 84 30 72 18 60  6 48 90 36 78 24 66 12 54
  0 43 86 33 76 23 66 13 56  3 46 89 36 79 26 69 16 59  6 49 92 39 82 29 72 19 62  9 52 95 42 85 32 75 22 65 12 55  2 45 88 35 78 25 68 15 58  5 48 91 38 81 28 71 18 61  8 51 94 41 84 31 74 21 64 11 54  1 44 87 34 77 24 67 14 57  4 47 90 37 80 27 70 17 60  7 50 93 40 83 30 73 20 63 10 53
  0 44 88 36 80 28 72 20 64 12 56  4 48 92 40 84 32 76 24 68 16 60  8 52  0 44 88 36 80 28 72 20 64 12 56  4 48 92 40 84 32 76 24 68 16 60  8 52  0 44 88 36 80 28 72 20 64 12 56  4 48 92 40 84 32 76 24 68 16 60  8 52  0 44 88 36 80 28 72 20 64 12 56  4 48 92 40 84 32 76 24 68 16 60  8 52
  0 45 90 39 84 33 78 27 72 21 66 15 60  9 54  3 48 93 42 87 36 81 30 75 24 69 18 63 12 57  6 51  0 45 90 39 84 33 78 27 72 21 66 15 60  9 54  3 48 93 42 87 36 81 30 75 24 69 18 63 12 57  6 51  0 45 90 39 84 33 78 27 72 21 66 15 60  9 54  3 48 93 42 87 36 81 30 75 24 69 18 63 12 57  6 51
