Testni primer za prastevilo : 71 Mnozica: Z_71
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70
 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50
 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51
 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52
 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53
 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54
 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55
 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56
 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57
 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58
 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59
 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60
 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61
 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62
 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63
 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64
 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65
 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66
 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67
 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68
 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69
 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70
 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0
----------------------------------
Obratno: 
1|36|24|18|57|12|61|9|8|64|13|6|11|66|19|40|46|4|15|32|44|42|34|3|54|41|50|33|49|45|55|20|28|23|69|2|48|43|51|16|26|22|38|21|30|17|68|37|29|27|39|56|67|25|31|52|5|60|65|58|7|63|62|10|59|14|53|47|35|70|----------------------------------
Kolicnik: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1 36 24 18 57 12 61  9  8 64 13  6 11 66 19 40 46  4 15 32 44 42 34  3 54 41 50 33 49 45 55 20 28 23 69  2 48 43 51 16 26 22 38 21 30 17 68 37 29 27 39 56 67 25 31 52  5 60 65 58  7 63 62 10 59 14 53 47 35 70
  2  1 48 36 43 24 51 18 16 57 26 12 22 61 38  9 21  8 30 64 17 13 68  6 37 11 29 66 27 19 39 40 56 46 67  4 25 15 31 32 52 44  5 42 60 34 65  3 58 54  7 41 63 50 62 33 10 49 59 45 14 55 53 20 47 28 35 23 70 69
  3 37  1 54 29 36 41 27 24 50 39 18 33 56 57 49 67 12 45 25 61 55 31  9 20 52  8 28  5 64 23 60 13 69 65  6  2 58 11 48  7 66 43 63 19 51 62 40 16 10 46 26 59  4 22 14 15 38 53 32 21 47 44 30 35 42 17 70 34 68
  4  2 25  1 15 48 31 36 32 43 52 24 44 51  5 18 42 16 60 57 34 26 65 12  3 22 58 61 54 38  7  9 41 21 63  8 50 30 62 64 33 17 10 13 49 68 59  6 45 37 14 11 55 29 53 66 20 27 47 19 28 39 35 40 23 56 70 46 69 67
  5 38 49 19  1 60 21 45 40 36 65 30 55 46 24 58 17 20  4 18  7 68 28 15 57 63 37 23 32 12 62 29 69 44 61 10 27  2 42  9 59 39 48 34  8 14 56 43  3 64 53 67 51 54 13 47 25 16 41  6 35 31 26 50 11 70 52 22 33 66
  6  3  2 37 58  1 11 54 48 29  7 36 66 41 43 27 63 24 19 50 51 39 62 18 40 33 16 56 10 57 46 49 26 67 59 12  4 45 22 25 14 61 15 55 38 31 53  9 32 20 21 52 47  8 44 28 30  5 35 64 42 23 17 60 70 13 34 69 68 65
  7 39 26 55 44 13  1 63 56 22 20 42  6 36 62 67 38 28 34 11 24 10 25 21 23  3 66 18 59 31 30 69 54 19 57 14 52 17  2 41 40 12 53  5 68 48 50 46 61 47 60 37 43 33  4  9 35 65 29 51 49 15  8 70 58 27 16 45 32 64
  8  4 50  2 30 25 62  1 64 15 33 48 17 31 10 36 13 32 49 43 68 52 59 24  6 44 45 51 37  5 14 18 11 42 55 16 29 60 53 57 66 34 20 26 27 65 47 12 19  3 28 22 39 58 35 61 40 54 23 38 56  7 70  9 46 41 69 21 67 63
  9 40  3 20 16 37 52 10  1  8 46 54 28 26 29  5 59 36 64  4 41 23 22 27 60 14 24 13 15 50 69 38 39 65 53 18  6 32 33  2 21 56 58 47 57 11 44 49 48 30 67  7 35 12 66 42 45 43 17 25 63 70 61 19 34 55 51 68 31 62
 10  5 27 38  2 49 42 19  9  1 59 60 39 21 48 45 34 40  8 36 14 65 56 30 43 55  3 46 64 24 53 58 67 17 51 20 54  4 13 18 47  7 25 68 16 28 41 15  6 57 35 63 31 37 26 23 50 32 11 12 70 62 52 29 22 69 33 44 66 61
 11 41 51 56 59 61 32 28 17 65  1 66 50 16 67 14  9 44 23 68 58 36 19 33 26 25 53  8 42 69 37  7 24 40 49 22 31 47 64 34  2 29 63 18 46 45 38 52 35 13  3 48 27 62 57  4 55 21  5 70  6 54 43 39 10 12 15 20 30 60
 12  6  4  3 45  2 22 37 25 58 14  1 61 11 15 54 55 48 38 29 31  7 53 36  9 66 32 41 20 43 21 27 52 63 47 24  8 19 44 50 28 51 30 39  5 62 35 18 64 40 42 33 23 16 17 56 60 10 70 57 13 46 34 49 69 26 68 67 65 59
 13 42 28 21 31 14 12 46 33 51 27  7  1  6 34 23 30 52 53 61  4 49 16 39 63 36 11  3 69 17  5 47  9 15 45 26 56 62 24 66 54  2 68 60 35  8 32 55 22 67 10 18 19 41 48 37 65 70 64 44 20 38 25 59 57 40 50 43 29 58
 14  7 52 39 17 26  2 55 41 44 40 13 12  1 53 63  5 56 68 22 48 20 50 42 46  6 61 36 47 62 60 67 37 38 43 28 33 34  4 11  9 24 35 10 65 25 29 21 51 23 49  3 15 66  8 18 70 59 58 31 27 30 16 69 45 54 32 19 64 57
 15 43  5 57  3 38 63 64 49 37 53 19 23 67  1 32 51 60 12 54 21 62 13 45 29 47 40 69 25 36 44 16 65 61 41 30 10  6 55 27 35 46  2 31 24 42 26 58  9 50 17 59 11 20 39 70  4 48 52 18 34 22  7  8 33 68 14 66 28 56
 16  8 29  4 60 50 53  2 57 30 66 25 34 62 20  1 26 64 27 15 65 33 47 48 12 17 19 31  3 10 28 36 22 13 39 32 58 49 35 43 61 68 40 52 54 59 23 24 38  6 56 44  7 45 70 51  9 37 46  5 41 14 69 18 21 11 67 42 63 55
 17 44 53 22 46 62 43 11 65 23  8 31 45 57 39 41  1 68 42 47 38  4 10 51 66 58 69 64 52 55 12 56 50 36 37 34 35 21 15 59 16 19  7  2 13  5 20 61 67 33 24 29  3 70 30 32 14 26 40 63 48  6 60 28  9 25 49 18 27 54
 18  9  6 40 32  3 33 20  2 16 21 37 56 52 58 10 47  1 57  8 11 46 44 54 49 28 48 26 30 29 67  5  7 59 35 36 12 64 66  4 42 41 45 23 43 22 17 27 25 60 63 14 70 24 61 13 19 15 34 50 55 69 51 38 68 39 31 65 62 53
 19 45 30 58 18 15 23 29 10  9 34 43 67 47  6 50 22  5  1 40 55 17  7 57 32 69 27 59  8  3 51 25 35 11 33 38 60 36 46 20 68 63 12 44  2 39 14 64 54 16 31 70 66 49 21 65 24  4 28 37 62 61 42 48 56 53 13 41 26 52
 20 10 54  5  4 27 13 38 18  2 47 49  7 42 25 19 68  9 16  1 28 59 41 60 15 39  6 21 57 48 35 45 63 34 31 40 37  8 26 36 23 14 50 65 32 56 11 30 12 43 70 55 62  3 52 46 29 64 22 24 69 53 33 58 44 67 66 17 61 51
 21 46  7 23 61 39  3 47 26 66 60 55 18 37 44 59 43 13 31 33  1 30  4 63 69  9 56 54 35 22 19 65 20 57 29 42 14 51  6 52 49 36 17 15 62  2  8 67 41 70 38 40 58 28 12 27 34 53 16 11  5 45 24 68 32 10 48 64 25 50
 22 11 31 41 47 51 64 56 34 59  2 61 29 32 63 28 18 17 46 65 45  1 38 66 52 50 35 16 13 67  3 14 48  9 27 44 62 23 57 68  4 58 55 36 21 19  5 33 70 26  6 25 54 53 43  8 39 42 10 69 12 37 15  7 20 24 30 40 60 49
 23 47 55 59 33 63 54 65 42 52 15 67 40 27 11 68 64 21 61 26 18 43  1 69 35 20 14 49 62 41 58 34  5 32 25 46 39 66 37 13 30  9 22 57 51 36  2 70 28 53 45 10 50  7  3 60 44 31  4 56 19 29  6 17  8 38 12 16 24 48
 24 12  8  6 19  4 44  3 50 45 28  2 51 22 30 37 39 25  5 58 62 14 35  1 18 61 64 11 40 15 42 54 33 55 23 48 16 38 17 29 56 31 60  7 10 53 70 36 57  9 13 66 46 32 34 41 49 20 69 43 26 21 68 27 67 52 65 63 59 47
 25 48 32 24  5 16 34 12 58 38 41  8 62 17 49  6 14 29 20 19 35 56 69  4  1 31 43 44 18 60 26  3 61  7 21 50 64 10 68 45 11 53 27 28 40 70 67  2 15 36 52 51 42 57 65 22 54  9 63 30 33 13 59 37 55 66 47 39 23 46
 26 13 56 42 62 28 24 21 66 31 54 14  2 12 68 46 60 33 35 51  8 27 32  7 55  1 22  6 67 34 10 23 18 30 19 52 41 53 48 61 37  4 65 49 70 16 64 39 44 63 20 36 38 11 25  3 59 69 57 17 40  5 50 47 43  9 29 15 58 45
 27 49  9 60 48 40 14 30  3 24 67 20 13  7 16 15 35 37 50 12 52 69 66 10 38 42  1 39 45  8 65 43 46 53 17 54 18 25 28  6 63 26 32 70 29 33 61  5  2 19 59 21 34 36 56 55 64 58 51  4 47 68 41 57 31 23 11 62 22 44
 28 14 33  7 34 52  4 39 11 17  9 26 24  2 35 55 10 41 65 44 25 40 29 13 21 12 51  1 23 53 49 63  3  5 15 56 66 68  8 22 18 48 70 20 59 50 58 42 31 46 27  6 30 61 16 36 69 47 45 62 54 60 32 67 19 37 64 38 57 43
 29 50 57 25 20 64 65 48 19 10 22 32 35 68 54 24 56 45  9  5 69 11 63 16  4 53 30 34  1 27 33 12 31 28 13 58 43 40 59 38 44 70 37 41 18 67 55  8 60  2 66 62 26 15 47 17  3 36 39 49 61 52 23  6  7 51 46 14 21 42
 30 15 10 43  6  5 55 57 27  3 35 38 46 63  2 64 31 49 24 37 42 53 26 19 58 23  9 67 50  1 17 32 59 51 11 60 20 12 39 54 70 21  4 62 48 13 52 45 18 29 34 47 22 40  7 69  8 25 33 36 68 44 14 16 66 65 28 61 56 41
 31 51 34 61 63 17 45 66 35 67 48 44 57 58 21 33  6 53 39 69 15 24 60 22 41 64 59 29 28 46  1 52 16  3  9 62 68 55 19 70 25 43 42 12  7 30 49 11 47 56  2 32 18 65 38 50 13 14 27 23  4 36  5 26 54  8 10 37 20 40
 32 16 58  8 49 29 35  4 43 60 61 50 68 53 40  2 52 57 54 30 59 66 23 25 24 34 38 62  6 20 56  1 44 26  7 64 45 27 70 15 51 65  9 33 37 47 46 48  5 12 41 17 14 19 69 31 18  3 21 10 11 28 67 36 42 22 63 13 55 39
 33 52 11 26 35 41 25 13 51 53  3 56  8 48 59 42 27 61 69 62 32 37 57 28  7  4 17 24 55 65 40 21  1 49  5 66 22 70 50 31  6 16 47 54 67 64 43 14 34 39  9  2 10 44 29 12 23 63 15 68 18 20 58 46 30 36 45 60 19 38
 34 17 35 44 21 53 15 22 59 46 16 62 19 43  7 11  2 65 13 23  5  8 20 31 61 45 67 57 33 39 24 41 29  1  3 68 70 42 30 47 32 38 14  4 26 10 40 51 63 66 48 58  6 69 60 64 28 52  9 55 25 12 49 56 18 50 27 36 54 37
 35 53 59 62  7 65  5 31 67 39 29 68 30 38 26 51 48 69 28 55 49 50 54 34 44 15 46 19 11 13  8 61 57 24  1 70 47 14 10 63 58 60 52 25 56 27 37 17 21 22 16 43  2 23 20 45 33 41  3 42 32  4 40 66  6 64  9 12 18 36
 36 18 12  9 64  6 66 40  4 32 42  3 41 33 45 20 23  2 43 16 22 21 17 37 27 56 25 52 60 58 63 10 14 47 70  1 24 57 61  8 13 11 19 46 15 44 34 54 50 49 55 28 69 48 51 26 38 30 68 29 39 67 31  5 65  7 62 59 53 35
 37 54 36 27 50 18 56 49 12 25 55  9 52 28 64 60 69  6 58 48 66 63 51 40 10 26  4 14 38 32 47 30 42 70 68  3  1 29 41 24 39 33 57 67 45 61 31 20  8  5 23 13 65  2 11  7 43 19 62 16 46 59 22 15 53 21 44 35 17 34
 38 19 60 45 36 30 46 58 20 18 68 15 63 23 12 29 44 10  2  9 39 34 14 43 64 67 54 47 16  6 31 50 70 22 66  5 49  1 21 40 65 55 24 17  4  7 28 57 37 32 62 69 61 27 42 59 48  8 56  3 53 51 13 25 41 35 26 11 52 33
 39 55 13 63 22 42 36 67 28 11 10 21  3 18 31 69 19 14 17 41 12  5 48 46 47 37 33  9 65 51 15 70 27 45 64  7 26 44  1 56 20  6 62 38 34 24 25 23 66 59 30 54 57 52  2 40 53 68 50 61 60 43  4 35 29 49  8 58 16 32
 40 20 37 10  8 54 26  5 36  4 23 27 14 13 50 38 65 18 32  2 56 47 11 49 30  7 12 42 43 25 70 19 55 68 62  9  3 16 52  1 46 28 29 59 64 41 22 60 24 15 69 39 53  6 33 21 58 57 44 48 67 35 66 45 17 63 61 34 51 31
 41 56 61 28 65 66 16 14 44 68 36 33 25  8 69  7 40 22 47 34 29 18 45 52 13 48 62  4 21 70 54 39 12 20 60 11 51 59 32 17  1 50 67  9 23 58 19 26 53 42 37 24 49 31 64  2 63 46 38 35  3 27 57 55  5  6 43 10 15 30
 42 21 14 46 51  7  6 23 52 61 49 39 36  3 17 47 15 26 62 66  2 60  8 55 67 18 41 37 70 44 38 59 40 43 58 13 28 31 12 33 27  1 34 30 53  4 16 63 11 69  5  9 45 56 24 54 68 35 32 22 10 19 48 65 64 20 25 57 50 29
 43 57 38 64 37 19 67 32 60 54 62 45 47 69 36 16 61 30  6 27 46 31 42 58 50 59 20 70 48 18 22  8 68 66 56 15  5  3 63 49 53 23  1 51 12 21 13 29 40 25 44 65 41 10 55 35  2 24 26  9 17 11 39  4 52 34  7 33 14 28
 44 22 62 11 23 31 57 41 68 47  4 51 58 64 55 56 36 34 21 59 19  2  5 61 33 29 70 32 26 63  6 28 25 18 54 17 53 46 43 65  8 45 39  1 42 38 10 66 69 52 12 50 37 35 15 16  7 13 20 67 24  3 30 14 40 48 60  9 49 27
 45 58 15 29  9 43 47 50  5 40 17 57 69 59  3 25 11 38 36 20 63 44 39 64 16 70 49 65  4 37 61 48 53 41 52 19 30 18 23 10 34 67  6 22  1 55  7 32 27  8 51 35 33 60 46 68 12  2 14 54 31 66 21 24 28 62 42 56 13 26
 46 23 39 47 66 55 37 59 13 33 30 63  9 54 22 65 57 42 51 52 36 15  2 67 70 40 28 27 53 11 45 68 10 64 50 21  7 61  3 26 60 18 44 43 31  1  4 69 56 35 19 20 29 14  6 49 17 62  8 41 38 58 12 34 16  5 24 32 48 25
 47 59 63 65 52 67 27 68 21 26 43 69 20 49 41 34 32 46 66 13  9 57 36 70 53 10  7 60 31 56 29 17 38 16 48 23 55 33 54 42 15 40 11 64 61 18  1 35 14 62 58  5 25 39 37 30 22 51  2 28 45 50  3 44  4 19  6  8 12 24
 48 24 16 12 38  8 17  6 29 19 56  4 31 44 60  3  7 50 10 45 53 28 70  2 36 51 57 22  9 30 13 37 66 39 46 25 32  5 34 58 41 62 49 14 20 35 69  1 43 18 26 61 21 64 68 11 27 40 67 15 52 42 65 54 63 33 59 55 47 23
 49 60 40 30 24 20  7 15 37 12 69 10 42 39  8 43 53 54 25  6 26 70 33  5 19 21 36 55 58  4 68 57 23 62 44 27  9 48 14  3 67 13 16 35 50 52 66 38  1 45 65 46 17 18 28 63 32 29 61  2 59 34 56 64 51 47 41 31 11 22
 50 25 64 48 10 32 68 24 45  5 11 16 53 34 27 12 28 58 40 38 70 41 67  8  2 62 15 17 36 49 52  6 51 14 42 29 57 20 65 19 22 35 54 56  9 69 63  4 30  1 33 31 13 43 59 44 37 18 55 60 66 26 47  3 39 61 23  7 46 21
 51 61 17 66 67 44 58 33 53 69 24 22 64 29 46 52  3 62 55 70 43 12 30 11 56 32 65 50 14 23 36 26  8 37 40 31 34 63 45 35 48 57 21  6 39 15 60 41 59 28  1 16  9 68 19 25 42  7 49 47  2 18 38 13 27  4  5 54 10 20
 52 26 41 13 53 56 48 42 61 62 37 28  4 24 65 21 49 66 70 31 16 54 64 14 39  2 44 12 63 68 20 46 36 60 38 33 11 35 25 51  3  8 59 27 69 32 57  7 17 55 40  1  5 22 50  6 47 67 43 34  9 10 29 23 15 18 58 30 45 19
 53 62 65 31 39 68 38 51 69 55 50 34 15 19 13 61 24 70 14 63 60 25 27 17 22 43 23 45 41 42  4 66 64 12 36 35 59  7  5 67 29 30 26 48 28 49 54 44 46 11  8 57  1 47 10 58 52 56 37 21 16  2 20 33  3 32 40  6  9 18
 54 27 18 49 25  9 28 60  6 48 63 40 26 14 32 30 70  3 29 24 33 67 61 20  5 13  2  7 19 16 59 15 21 35 34 37 36 50 56 12 55 52 64 69 58 66 51 10  4 38 47 42 68  1 41 39 57 45 31  8 23 65 11 43 62 46 22 53 44 17
 55 63 42 67 11 21 18 69 14 41  5 46 37  9 51 70 45  7 44 56  6 38 24 23 59 54 52 40 68 61 43 35 49 58 32 39 13 22 36 28 10  3 31 19 17 12 48 47 33 65 15 27 64 26  1 20 62 34 25 66 30 57  2 53 50 60  4 29  8 16
 56 28 66 14 68 33  8  7 22 34 18 52 48  4 70 39 20 11 59 17 50  9 58 26 42 24 31  2 46 35 27 55  6 10 30 41 61 65 16 44 36 25 69 40 47 29 45 13 62 21 54 12 60 51 32  1 67 23 19 53 37 49 64 63 38  3 57  5 43 15
 57 64 19 32 54 45 69 16 30 27 31 58 59 70 18  8 66 15  3 49 23 51 21 29 25 65 10 35 24  9 11  4 34 33 28 43 38 37 67 60 62 47 36 61  6 46 42 50 20 48 22 68 56  5 63 53  1 12 13 40 44 41 55  2 26 17 39 52  7 14
 58 29 43 50 40 57 59 25 38 20 44 64 70 65 37 48 41 19 18 10 67 22 55 32  8 35 60 68  2 54 66 24 62 56 26 45 15  9 47  5 17 69  3 11 36 63 39 16 49  4 61 53 52 30 23 34  6  1  7 27 51 33 46 12 14 31 21 28 42 13
 59 65 67 68 26 69 49 34 46 13 57 70 10 60 56 17 16 23 33 42 40 64 18 35 62  5 39 30 51 28 50 44 19  8 24 47 63 52 27 21 43 20 41 32 66  9 36 53  7 31 29 38 48 55 54 15 11 61  1 14 58 25 37 22  2 45  3  4  6 12
 60 30 20 15 12 10 39 43 54  6 70  5 21 55  4 57 62 27 48  3 13 35 52 38 45 46 18 63 29  2 34 64 47 31 22 49 40 24  7 37 69 42  8 53 25 26 33 19 36 58 68 23 44  9 14 67 16 50 66  1 65 17 28 32 61 59 56 51 41 11
 61 66 44 33 69 22 29 52 62 70 12 11 32 50 23 26 37 31 63 35 57  6 15 41 28 16 68 25  7 47 18 13  4 54 20 51 17 67 58 53 24 64 46  3 55 43 30 56 65 14 36  8 40 34 45 48 21 39 60 59  1  9 19 42 49  2 38 27  5 10
 62 31 68 51 55 34 19 61 70 63 25 17 43 45 42 66 12 35  7 67 30 48 49 44 11 57 47 58 56 21  2 33 32  6 18 53 65 39 38 69 50 15 13 24 14 60 27 22 23 41  4 64 36 59  5 29 26 28 54 46  8  1 10 52 37 16 20  3 40  9
 63 67 21 69 41 46  9 70  7 56 38 23 54 40 61 35 58 39 22 28  3 19 12 47 65 27 26 20 34 66 57 53 60 29 16 55 42 11 18 14  5 37 51 45 44  6 24 59 52 68 43 49 32 13 36 10 31 17 48 33 15 64  1 62 25 30  2 50  4  8
 64 32 45 16 27 58 70  8 15 49 51 29 65 35  9  4 33 43 37 60 47 61 46 50 48 68  5 53 12 40 41  2 17 52 14 57 19 54 69 30 31 59 18 66  3 23 21 25 10 24 11 34 28 38 67 62 36  6 42 20 22 56 63  1 13 44 55 26 39  7
 65 68 69 34 13 70 60 17 23 42 64 35  5 30 28 44  8 47 52 21 20 32  9 53 31 38 55 15 61 14 25 22 45  4 12 59 67 26 49 46 57 10 56 16 33 40 18 62 39 51 50 19 24 63 27 43 41 66 36  7 29 48 54 11  1 58 37  2  3  6
 66 33 22 52 70 11 50 26 31 35  6 41 16 25 47 13 54 51 67 53 64  3 43 56 14  8 34 48 39 59  9 42  2 27 10 61 44 69 29 62 12 32 23 37 63 57 15 28 68  7 18  4 20 17 58 24 46 55 30 65 36 40 45 21 60  1 19 49 38  5
 67 69 46 70 56 23 40 35 39 28 19 47 27 20 66 53 29 55 11 14 37 45  6 59 68 49 13 10 17 33 64 62 30 50  8 63 21 41  9  7 38 54 61 58 22  3 12 65 26 34 57 60 16 42 18  5 51 44 24 52 43 32 36 31 48 15  1 25  2  4
 68 34 70 17 42 35 30 44 47 21 32 53 38 15 14 22  4 59 26 46 10 16 40 62 51 19 63 43 66  7 48 11 58  2  6 65 69 13 60 23 64  5 28  8 52 20  9 31 55 61 25 45 12 67 49 57 56 33 18 39 50 24 27 41 36 29 54  1 37  3
 69 70 23 35 28 47 20 53 55 14 45 59 49 10 33 62 50 63 41  7 54 58  3 65 34 60 42  5 44 52 32 31 15 25  4 67 46 56 40 39 19 27 66 29 11 37  6 68 13 17 64 30  8 21  9 38 61 22 12 26 57 16 18 51 24 43 36 48  1  2
 70 35 47 53 14 59 10 62 63  7 58 65 60  5 52 31 25 67 56 39 27 29 37 68 17 30 21 38 22 26 16 51 43 48  2 69 23 28 20 55 45 49 33 50 41 54  3 34 42 44 32 15  4 46 40 19 66 11  6 13 64  8  9 61 12 57 18 24 36  1
----------------------------------
Navadna potenca: 
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
 45 19 38  5 10 20 40  9 18 36  1  2  4  8 16 32 64 57 43 15 30
 37 40 49  5 15 45 64 50  8 24  1  3  9 27 10 30 19 57 29 16 48
 37  6 24 25 29 45 38 10 40 18  1  4 16 64 43 30 49 54  3 12 48
  1  5 25 54 57  1  5 25 54 57  1  5 25 54 57  1  5 25 54 57  1
 32 50 16 25  8 48  4 24  2 12  1  6 36  3 18 37  9 54 40 27 20
 30 68 50 66 36 39 60 65 29 61  1  7 49 59 58 51  2 14 27 47 45
 32 43 60 54  6 48 29 19 10  9  1  8 64 15 49 37 12 25 58 38 20
 20 38 58 25 12 37 49 15 64  8  1  9 10 19 29 48  6 54 60 43 32
 45 24 27 57  2 20 58 12 49 64  1 10 29  6 60 32 36  5 50  3 30
 20  7  6 66 16 34 19 67 27 13  1 11 50 53 15 23 40 14 12 61 32
