Testni primer za prastevilo : 89 Mnozica: Z_89
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50
 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51
 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52
 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53
 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54
 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55
 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56
 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57
 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58
 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59
 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60
 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61
 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62
 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63
 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64
 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65
 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66
 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67
 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68
 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69
 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70
 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71
 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72
 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73
 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74
 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76 75
 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77 76
 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78 77
 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79 78
 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80 79
 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81 80
 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82 81
 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83 82
 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84 83
 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85 84
 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86 85
 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87 86
 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88 87
 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 88
 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0
----------------------------------
Obratno: 
1|45|30|67|18|15|51|78|10|9|81|52|48|70|6|39|21|5|75|49|17|85|31|26|57|24|33|35|43|3|23|64|27|55|28|47|77|82|16|69|76|53|29|87|2|60|36|13|20|73|7|12|42|61|34|62|25|66|86|46|54|56|65|32|63|58|4|72|40|14|84|68|50|83|19|41|37|8|80|79|11|38|74|71|22|59|44|88|----------------------------------
Kolicnik: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1 45 30 67 18 15 51 78 10  9 81 52 48 70  6 39 21  5 75 49 17 85 31 26 57 24 33 35 43  3 23 64 27 55 28 47 77 82 16 69 76 53 29 87  2 60 36 13 20 73  7 12 42 61 34 62 25 66 86 46 54 56 65 32 63 58  4 72 40 14 84 68 50 83 19 41 37  8 80 79 11 38 74 71 22 59 44 88
  2  1 60 45 36 30 13 67 20 18 73 15  7 51 12 78 42 10 61  9 34 81 62 52 25 48 66 70 86  6 46 39 54 21 56  5 65 75 32 49 63 17 58 85  4 31 72 26 40 57 14 24 84 33 68 35 50 43 83  3 19 23 41 64 37 27  8 55 80 28 79 47 11 77 38 82 74 16 71 69 22 76 59 53 44 29 88 87
  3 46  1 23 54 45 64 56 30 27 65 67 55 32 18 28 63 15 47 58 51 77  4 78 82 72 10 16 40  9 69 14 81 76 84 52 53 68 48 29 50 70 87 83  6  2 19 39 60 41 21 36 37  5 13  8 75 20 80 49 73 79 17  7 11 85 12 38 31 42 74 26 61 71 57 34 22 24 62 59 33 25 44 35 66 88 43 86
  4  2 31  1 72 60 26 45 40 36 57 30 14 13 24 67 84 20 33 18 68 73 35 15 50  7 43 51 83 12  3 78 19 42 23 10 41 61 64  9 37 34 27 81  8 62 55 52 80 25 28 48 79 66 47 70 11 86 77  6 38 46 82 39 74 54 16 21 71 56 69  5 22 65 76 75 59 32 53 49 44 63 29 17 88 58 87 85
  5 47 61 68  1 75 77 34 50 45 49 82 62 83 30 17 16 25 19 67 85 69 66 41 18 31 76 86 37 15 26 53 46  8 51 57 29 54 80 78 24 87 56 79 10 33  2 65 11  9 35 60 32 38 81 43 36 63 74 52  3 13 58 71 48 23 20  4 22 70 64 73 72 59  6 27  7 40 44 39 55 12 14 88 21 28 42 84
  6  3  2 46 19  1 39 23 60 54 41 45 21 64 36 56 37 30  5 27 13 65  8 67 75 55 20 32 80 18 49 28 73 63 79 15 17 47  7 58 11 51 85 77 12  4 38 78 31 82 42 72 74 10 26 16 61 40 71  9 57 69 34 14 22 81 24 76 62 84 59 52 33 53 25 68 44 48 35 29 66 50 88 70 43 87 86 83
  7 48 32 24 37 16  1 12 70 63 33  8 69 45 42  6 58 35 80 76 30 61 39  4 43 79 53 67 34 21 72  3 11 29 18 62  5 40 23 38 87 15 25 75 14 64 74  2 51 66 49 84 27 71 60 78 86 17 68 55 22 36 10 46 85 50 28 59 13  9 54 31 83 47 44 20 81 56 26 19 77 88 73 52 65 57 41 82
  8  4 62  2 55 31 52  1 80 72 25 60 28 26 48 45 79 40 66 36 47 57 70 30 11 14 86 13 77 24  6 67 38 84 46 20 82 33 39 18 74 68 54 73 16 35 21 15 71 50 56  7 69 43  5 51 22 83 65 12 76  3 75 78 59 19 32 42 53 23 49 10 44 41 63 61 29 64 17  9 88 37 58 34 87 27 85 81
  9 49  3 69 73 46 14 79  1 81 17 23 76  7 54 84 11 45 52 85 64 53 12 56 68 38 30 48 31 27 29 42 65 50 74 67 70 26 55 87 61 32 83 71 18  6 57 28  2 34 63 19 22 15 39 24 47 60 62 58 41 59 51 21 33 77 36 25  4 37 44 78  5 35 82 13 66 72  8 88 10 75 43 16 20 86 40 80
 10  5 33 47  2 61 65 68 11  1  9 75 35 77 60 34 32 50 38 45 81 49 43 82 36 62 63 83 74 30 52 17  3 16 13 25 58 19 71 67 48 85 23 69 20 66  4 41 22 18 70 31 64 76 73 86 72 37 59 15  6 26 27 53  7 46 40  8 44 51 39 57 55 29 12 54 14 80 88 78 21 24 28 87 42 56 84 79
 11 50 63 25 20 76 27 57 21 10  1 38 83 58 66 73 53 55 24  5  9 45 74 19  4 86  7 29 28 33 75 81 30 71 41 72 46 12 87 47 35 49 52 67 22 37 40 54 42  2 77 43 17 48 18 59  8 14 56 61 60 82  3 85 70 15 44 80 84 65 34 36 16 23 31  6 51 88 79 68 32 62 13 69 64 26 39 78
 12  6  4  3 38  2 78 46 31 19 82  1 42 39 72 23 74 60 10 54 26 41 16 45 61 21 40 64 71 36  9 56 57 37 69 30 34  5 14 27 22 13 81 65 24  8 76 67 62 75 84 55 59 20 52 32 33 80 53 18 25 49 68 28 44 73 48 63 35 79 29 15 66 17 50 47 88  7 70 58 43 11 87 51 86 85 83 77
 13 51 34 70 56 17 40 35 41 28 74 53  1 20 78 62  6 65 85 14 43 37 47 71 29 45 73 10 25 39 32 31 84  3  8 77 22 87 30  7  9 66 21 63 26 68 23 80 82 59  2 67 12 81 86  5 58 57 50 64 79 16 44 60 18 42 52 46 75  4 24 83 27 11 69 88 36 15 61 48 54 49 72 33 19 55 38 76
 14  7 64 48 74 32  2 24 51 37 66 16 49  1 84 12 27 70 71 63 60 33 78  8 86 69 17 45 68 42 55  6 22 58 36 35 10 80 46 76 85 30 50 61 28 39 59  4 13 43  9 79 54 53 31 67 83 34 47 21 44 72 20  3 81 11 56 29 26 18 19 62 77  5 88 40 73 23 52 38 65 87 57 15 41 25 82 75
 15 52  5 26  3 47 53 13 61 46 58 68  8 71  1 51 48 75 57 23 77 29 20 34 54  4 50 80 22 45 78 70 49 24 64 82 87 73 62 56 72 83 79 59 30 10  6 17 33 27 16  2  7 25 65 40 19 11 44 67  9 39 85 35 55 69 60 12 66 32 14 41 38 88 18 81 21 31 43 28 76 36 42 86 63 84 37 74
 16  8 35  4 21 62 15  2 71 55 50 31 56 52  7  1 69 80 43 72  5 25 51 60 22 28 83 26 65 48 12 45 76 79  3 40 75 66 78 36 59 47 19 57 32 70 42 30 53 11 23 14 49 86 10 13 44 77 41 24 63  6 61 67 29 38 64 84 17 46  9 20 88 82 37 33 58 39 34 18 87 74 27 68 85 54 81 73
 17 53 65 71 39 77 66 80 81 64 42 83 15 33 13 40  1 85 29 32 22 21 82 86 79 52 27 61 19 51 35 20 14 45 31 87 63 59  5 16 46 11 48 55 34 41 78 43 73 84 30 26  2 58 44 75 69 54 38 70 28 62 37 10  3  7 68 67 57 60  4 88 49 76 56 74  6 47 25  8  9 23 12 50 18 24 36 72
 18  9  6 49 57  3 28 69  2 73 34 46 63 14 19 79 22  1 15 81 39 17 24 23 47 76 60  7 62 54 58 84 41 11 59 45 51 52 21 85 33 64 77 53 36 12 25 56  4 68 37 38 44 30 78 48  5 31 35 27 82 29 13 42 66 65 72 50  8 74 88 67 10 70 75 26 43 55 16 87 20 61 86 32 40 83 80 71
 19 54 36 27 75 18 79 58 12 82 26  9 22 84 25 29 43  6  1 41 56 13 55 49 15 11  4 42 16 57 81 59 68 66 87  3 39 45 37 65 20 28 17 51 38 72 61 69 24 52 44 50 86  2 23 21 30  8 32 73 47 85 78 74 40 34 76 33 48 88 83 46 60 64  5 67 80 63  7 77 31 10 71 14 62 53 35 70
 20 10 66  5  4 33 41 47 22  2 18 61 70 65 31 68 64 11 76  1 73  9 86 75 72 35 37 77 59 60 15 34  6 32 26 50 27 38 53 45  7 81 46 49 40 43  8 82 44 36 51 62 39 63 57 83 55 74 29 30 12 52 54 17 14  3 80 16 88 13 78 25 21 58 24 19 28 71 87 67 42 48 56 85 84 23 79 69
 21 55  7 72 22 48  3 36 32 11 10 24 29 46 37 18 85 16 62 50  1  5 28 12 40 59 70 23 13 63 38  9 33 87 54  8 15 31 69 25 83 45 75 47 42 14 44  6 64 20 58 74 81 35  2 56 80 51 26 76 66 19 30 49 77 61 84 88 39 27 73  4 71 52 43 60 65 79 78 57 53 86 41 67 17 82 34 68
 22 11 37 50 40 63 54 25 42 20  2 76 77 27 43 57 17 21 48 10 18  1 59 38  8 83 14 58 56 66 61 73 60 53 82 55  3 24 85  5 70  9 15 45 44 74 80 19 84  4 65 86 34  7 36 29 16 28 23 33 31 75  6 81 51 30 88 71 79 41 68 72 32 46 62 12 13 87 69 47 64 35 26 49 39 52 78 67
 23 56 67 28 58 78 16 14 52 29 83 39 36  8 49  7 38 26 34 59 35 86  1 64 65 18 47  4 10 69 84 48 87 19 21 13 80 17 12 74 57 62 44 43 46 45 27 32 15 77 72  9 76 68 70  2 41  5 20 79 85 42 71 24 25 88  3 54 30 55 63 51 82 40 81 53 50  6 60 37 75 73 11 31 61 22 33 66
 24 12  8  6 76  4 67  3 62 38 75  2 84 78 55 46 59 31 20 19 52 82 32  1 33 42 80 39 53 72 18 23 25 74 49 60 68 10 28 54 44 26 73 41 48 16 63 45 35 61 79 21 29 40 15 64 66 71 17 36 50  9 47 56 88 57  7 37 70 69 58 30 43 34 11  5 87 14 51 27 86 22 85 13 83 81 77 65
 25 57 38 73  5 19 29 81 72 47 67 54 43 59 61 85 80 36  6 68 69 78 63 27  1 66 24 74  7 75 41 87 52 40 77 18 56  3 44 34 31 79 13 39 50 76 10 58 55 45 86 33 71 12 49 37  2 48 14 82 15 65 23 88 62 26 11 20 21 83 53  9  4 28 30 46 35 22 42 17  8 60 70 84 16 51 32 64
 26 13 68 51 23 34 80 70 82 56 59 17  2 40 67 35 12 41 81 28 86 74  5 53 58  1 57 20 50 78 64 62 79  6 16 65 44 85 60 14 18 43 42 37 52 47 46 71 75 29  4 45 24 73 83 10 27 25 11 39 69 32 88 31 36 84 15  3 61  8 48 77 54 22 49 87 72 30 33  7 19  9 55 66 38 21 76 63
 27 58  9 29 41 49 42 59  3 65 51 69 50 21 73 74 33 46 67 77 14 70 36 79 26 25  1 55  4 81 87 37 17 61 44 23 32 78 76 83  5  7 71 35 54 18 82 84  6 13 11 57 66 45 28 72 52  2  8 85 34 88 64 63 10 53 19 75 12 22 43 56 15 16 68 39 20 38 24 86 30 47 40 48 60 80 31 62
 28 14 39  7 59 64  4 48 13 74 43 32  9  2 79 24 54 51 53 37 31 66 67 16 83 49 34  1 47 84 21 12 44 27 72 70 20 71  3 63 81 60 11 33 56 78 29  8 26 86 18 69 19 17 62 45 77 68  5 42 88 55 40  6 73 22 23 58 52 36 38 35 65 10 87 80 57 46 15 76 41 85 25 30 82 50 75 61
 29 59 69 74 77 79 55 37 23 83 35 84 57 72 85 63 75 56 39 86 48 62  9 42 51 73 67 36  1 87 44 76 71 82 11 28  8 64 19 43 68 24 40 31 58 49 65 21 46 70 25 81 61 78  7 18 13 45  2 88 53 22 16 38 47 80 27 41  3 50 33 14 26  4 17 32  5 54  6 66 52 34 10 12 15 20 30 60
 30 15 10 52  6  5 17 26 33  3 27 47 16 53  2 13  7 61 25 46 65 58 40 68 19  8 11 71 44  1 67 51  9 48 39 75 85 57 35 23 55 77 69 29 60 20 12 34 66 54 32  4 14 50 41 80 38 22 88 45 18 78 81 70 21 49 31 24 43 64 28 82 76 87 36 73 42 62 86 56 63 72 84 83 37 79 74 59
 31 60 40 30 24 20 68 15 43 12 19 10 64 34  8 52 28 66 11  6 82 54 71  5 76 32 44 17 87  4  1 26 36 14 67 33 73 50 51  3 42 41  9 27 62 80 48 47 86 38 39 16 56 22 75 53 63 88 85  2 72 45 57 13 84 18 35  7 83 78 23 61 37 81 55 25 79 70 77 46 74 21 69 65 59 49 29 58
 32 16 70  8 42 35 30  4 53 21 11 62 23 15 14  2 49 71 86 55 10 50 13 31 44 56 77 52 41  7 24  1 63 69  6 80 61 43 67 72 29  5 38 25 64 51 84 60 17 22 46 28  9 83 20 26 88 65 82 48 37 12 33 45 58 76 39 79 34  3 18 40 87 75 74 66 27 78 68 36 85 59 54 47 81 19 73 57
 33 61 11 75 60 50 81 82 63 30  3 25 71 85 20 41 70 76 72 15 27 46 44 57 12 80 21 87 84 10 47 65  1 35 34 38 49 36 83 52 16 58 67 23 66 22 31 73 37  6 53 40 51 55 54 88 24 42 79  5  2 68  9 77 32 45 43 62 74 17 13 19 48 69  4 18 64 86 59 26  7  8 39 29 14 78 28 56
 34 17 41 53 78 65 43 71 73 39 84 77 30 66 26 80  2 81 58 64 44 42 75 83 69 15 54 33 38 13 70 40 28  1 62 85 37 29 10 32  3 22  7 21 68 82 67 86 57 79 60 52  4 27 88 61 49 19 76 51 56 35 74 20  6 14 47 45 25 31  8 87  9 63 23 59 12  5 50 16 18 46 24 11 36 48 72 55
 35 62 71 31  7 80  5 60 83 48 76 40 78 47 32 30 23 86 44 24 61 38 17 20 37 39 87 68 81 16  4 15 55 56  1 43 25 22 26 12 79 75 36 19 70 53 14 10 77 63 67 64 46 88 33 34 74 85 73  8 21  2 50 52 69 72 51 28 65 45  3 66 59 57 42 11 49 13 41  6 29 84  9 82 58 18 27 54
