Testni primer za prastevilo : 73 Mnozica: Z_73
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40
 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41
 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42
 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43
 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44
 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45
 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46
 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47
 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48
 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49
 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50
 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51
 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52
 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53
 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54
 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55
 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56
 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57
 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58
 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59
 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60
 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61
 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62
 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63
 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64
 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65
 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66
 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67
 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68
 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69
 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70
 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71
 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72
 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0
----------------------------------
Obratno: 
1|37|49|55|44|61|21|64|65|22|20|67|45|47|39|32|43|69|50|11|7|10|54|70|38|59|46|60|68|56|33|16|31|58|48|71|2|25|15|42|57|40|17|5|13|27|14|35|3|19|63|66|62|23|4|30|41|34|26|28|6|53|51|8|9|52|12|29|18|24|36|72|----------------------------------
Kolicnik: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1 37 49 55 44 61 21 64 65 22 20 67 45 47 39 32 43 69 50 11  7 10 54 70 38 59 46 60 68 56 33 16 31 58 48 71  2 25 15 42 57 40 17  5 13 27 14 35  3 19 63 66 62 23  4 30 41 34 26 28  6 53 51  8  9 52 12 29 18 24 36 72
  2  1 25 37 15 49 42 55 57 44 40 61 17 21  5 64 13 65 27 22 14 20 35 67  3 45 19 47 63 39 66 32 62 43 23 69  4 50 30 11 41  7 34 10 26 54 28 70  6 38 53 59 51 46  8 60  9 68 52 56 12 33 29 16 18 31 24 58 36 48 72 71
  3 38  1 19 59 37 63 46 49 66 60 55 62 68 44 23 56 61  4 33 21 30 16 64 41 31 65 34 58 22 26 48 20 28 71 67  6  2 45 53 25 47 51 15 39  8 42 32  9 57 43 52 40 69 12 17 50 29  5 11 18 13  7 24 27 10 36 14 54 72 35 70
  4  2 50  1 30 25 11 37 41 15  7 49 34 42 10 55 26 57 54 44 28 40 70 61  6 17 38 21 53  5 59 64 51 13 46 65  8 27 60 22  9 14 68 20 52 35 56 67 12  3 33 45 29 19 16 47 18 63 31 39 24 66 58 32 36 62 48 43 72 23 71 69
  5 39 26 56  1 13 32 28 33 37 27 43  6 16 49 14 69 53 31 55 35 50 51 58 44  3 11  8 48 61 19  7  9 71 21 63 10 52  2 64 66 54 12 25 65 62 70 29 15 22 23 38 18 42 20  4 59 24 57 67 30 46 36 40 45 41 60 72 17 47 34 68
  6  3  2 38 45  1 53 19 25 59 47 37 51 63 15 46 39 49  8 66 42 60 32 55  9 62 57 68 43 44 52 23 40 56 69 61 12  4 17 33 50 21 29 30  5 16 11 64 18 41 13 31  7 65 24 34 27 58 10 22 36 26 14 48 54 20 72 28 35 71 70 67
  7 40 51 20 16 62  1 10 17  8 67 31 23 37 54  5  9 45 58  4 49 70 13 52 47 48 30 55 38 27 12 39 71 41 44 59 14 29 32  2 34 61 46 35 18 43 25 26 21 60  3 24 69 15 28 64 68 19 36 50 42  6 65 56 63 72 11 57 53 22 33 66
  8  4 27  2 60 50 22  1  9 30 14 25 68 11 20 37 52 41 35 15 56  7 67 49 12 34  3 42 33 10 45 55 29 26 19 57 16 54 47 44 18 28 63 40 31 70 39 61 24  6 66 17 58 38 32 21 36 53 62  5 48 59 43 64 72 51 23 13 71 46 69 65
  9 41  3 57 31 38 43 65  1 52 34 19 40 58 59 69 22 37 12 26 63 17 48 46 50 20 49 29 28 66  5 71 60 11 67 55 18  6 62 13  2 68  7 45 44 24 53 23 27 25 56 10 47 61 36 51  4 14 15 33 54 39 21 72  8 30 35 42 16 70 32 64
 10  5 52 39  2 26 64 56 66  1 54 13 12 32 25 28 65 33 62 37 70 27 29 43 15  6 22 16 23 49 38 14 18 69 42 53 20 31  4 55 59 35 24 50 57 51 67 58 30 44 46  3 36 11 40  8 45 48 41 61 60 19 72  7 17  9 47 71 34 21 68 63
 11 42 28 21 46 14 12 47 58 23  1  7 57  6 64 60 35 29 39 48  4 37 10 40 53 65 68  3 18 32 71 30 49 54 17 51 22 56 19 24 43  2 41 55 70  5  8 20 33 63 36 69 25 34 44 38 13  9 67 16 66 72 50 15 26 61 59 27 52 45 31 62
 12  6  4  3 17  2 33 38 50 45 21  1 29 53 30 19  5 25 16 59 11 47 64 37 18 51 41 63 13 15 31 46  7 39 65 49 24  8 34 66 27 42 58 60 10 32 22 55 36  9 26 62 14 57 48 68 54 43 20 44 72 52 28 23 35 40 71 56 70 69 67 61
 13 43 53 58 61 63 54 29 42 67 41 68  1 27 69 51 48 21 66 70 18 57 45 34 56 37 14 50  8 71 64 62 38 24 40 47 26 33 49 35 11  9  2 65 23 59 36 17 39 28 16 55  3  7 52 25 22  4 46 72  5 32  6 31 44 19 10 12 15 20 30 60
 14  7 29 40 32 51  2 20 34 16 61 62 46  1 35 10 18 17 43  8 25 67 26 31 21 23 60 37  3 54 24  5 69  9 15 45 28 58 64  4 68 49 19 70 36 13 50 52 42 47  6 48 65 30 56 55 63 38 72 27 11 12 57 39 53 71 22 41 33 44 66 59
 15 44  5 22  3 39 23 11 26 38  8 56 18 48  1 42 61 13 20 19 32  4  7 28 59  9 33 24 71 37 57 21 27 67 63 43 30 10  6 46 52 16 36  2 49 40 64 14 45 66 69 41 54 53 60 12 31 72 25 55 17 65 35 47 62 50 34 70 51 68 29 58
 16  8 54  4 47 27 44  2 18 60 28 50 63 22 40  1 31  9 70 30 39 14 61 25 24 68  6 11 66 20 17 37 58 52 38 41 32 35 21 15 36 56 53  7 62 67  5 49 48 12 59 34 43  3 64 42 72 33 51 10 23 45 13 55 71 29 46 26 69 19 65 57
 17 45 30 59 18 15 65 66 10  9 48 44 35 69  6 33  1  5 47 41 46 24 42 22 62 54 52 71 61  3 50 53 16 37 13 39 34 60 36 57 20 23 70 12  2 21 19 11 51 31 49 27 32 26 68 72 40 67  4 38 29 25 64 63  7  8 58 55 14 43 28 56
 18  9  6 41 62  3 13 57  2 31 68 38  7 43 45 65 44  1 24 52 53 34 23 19 27 40 25 58 56 59 10 69 47 22 61 37 36 12 51 26  4 63 14 17 15 48 33 46 54 50 39 20 21 49 72 29  8 28 30 66 35  5 42 71 16 60 70 11 32 67 64 55
 19 46 55 23 33 64 34 48 67 53 15 32 52 17 11 24 14 70  1 63 60 44  4 16 65 26 71 45 51 42 43 12  5  7 36 35 38 37 66 68 61 30 31 22 28  2 47  8 57 69 29 13 10 72  3 59 49 62 56 21 41 58 20  6 25 39  9 40 50 18 27 54
 20 10 31  5  4 52 55 39 59  2 35 26 24 64 50 56 57 66 51  1 67 54 58 13 30 12 44 32 46 25  3 28 36 65 11 33 40 62  8 37 45 70 48 27 41 29 61 43 60 15 19  6 72 22  7 16 17 23  9 49 47 38 71 14 34 18 21 69 68 42 63 53
 21 47  7 60 48 40  3 30 51 24 55 20 69 38 16 15 27 62 28 12  1 64 39 10 68 71 17 19 41  8 36 44 67 50 59 31 42 14 23  6 29 37 65 32 54 56  2  5 63 34  9 72 61 45 11 46 58 57 35  4 53 18 49 22 43 70 33 25 13 66 26 52
 22 11 56 42 19 28 24 21 43 46  2 14 41 12 55 47 70 58  5 23  8  1 20  7 33 57 63  6 36 64 69 60 25 35 34 29 44 39 38 48 13  4  9 37 67 10 16 40 66 53 72 65 50 68 15  3 26 18 61 32 59 71 27 30 52 49 45 54 31 17 62 51
 23 48 32 24 63 16 45 12 35 68 22  8 13 59 21  6 40 54 55 34 15 11  1  4 71 43 36 66 31 47 29  3 56 20  9 27 46 64 53 17 70 44 26 42  7 37 30  2 69 72 62 58 39 18 19 33 67 52 14 60 65 51  5 38 61 28 57 10 49 41 25 50
 24 12  8  6 34  4 66  3 27 17 42  2 58 33 60 38 10 50 32 45 22 21 55  1 36 29  9 53 26 30 62 19 14  5 57 25 48 16 68 59 54 11 43 47 20 64 44 37 72 18 52 51 28 41 23 63 35 13 40 15 71 31 56 46 70  7 69 39 67 65 61 49
 25 49 57 61  5 65 14 67 19 39 62 69 30  7 26 70 53 46  9 56 29 31 36 71  1 15 55 40 21 13 22 35 45 63 32 23 50 41 10 28 38 51 60 52 33 18 58 72  2 37 42 44 17 64 27 20  3 47 66 43  4 11 34 54  6 59  8 68 12 16 24 48
 26 13 33 43 49 53 35 58 11 61  9 63  2 54 65 29 23 42 59 67 36 41 17 68 39  1 28 27 16 69 55 51  3 48  7 21 52 66 25 70 22 18  4 57 46 45 72 34  5 56 32 37  6 14 31 50 44  8 19 71 10 64 12 62 15 38 20 24 30 40 60 47
 27 50  9 25 20 41 56 49  3 10 29 57 47 28 31 61 66 38 36  5 43 51 71 65  4 60  1 14 11 52 15 67 34 33 55 19 54 18 40 39  6 58 21 62 59 72 13 69  8  2 22 30 68 37 35  7 12 42 45 26 16 44 63 70 24 17 32 53 48 64 23 46
 28 14 58  7 64 29  4 40 68 32 49 51 19  2 70 20 36 34 13 16 50 61 52 62 42 46 47  1  6 35 48 10 65 18 30 17 56 43 55  8 63 25 38 67 72 26 27 31 11 21 12 23 57 60 39 37 53  3 71 54 22 24 41  5 33 69 44  9 66 15 59 45
 29 51 34 62 35 17 25 31 60 54 69 45 64 49 36 52  6 30 63 27 57 71 33 59  7 32 20 61  1 18  8 26 23  3  5 15 58 68 70 50 47 65 55 72 12 53 41 66 14 40  2 16 46 10 43 67 21 37 24  9 28  4 19 13 42 48 56 38 11 39 22 44
 30 15 10 44  6  5 46 22 52  3 16 39 36 23  2 11 49 26 40 38 64  8 14 56 45 18 66 48 69  1 41 42 54 61 53 13 60 20 12 19 31 32 72  4 25  7 55 28 17 59 65  9 35 33 47 24 62 71 50 37 34 57 70 21 51 27 68 67 29 63 58 43
 31 52 59 26 50 66 67 13 44 25 36 33  8 70 41 43 19 22 17 49 71 18 68 53 10  4 39 35 64 57  1 58 12 46 28 11 62 45 27 61 15 72 16  9 38 34 69 63 20  5 55  2 24 56 51 54 30 32  3 65 40 37 48 29 60  6  7 23 47 14 21 42
 32 16 35  8 21 54 15  4 36 47 56 27 53 44  7  2 62 18 67 60  5 28 49 50 48 63 12 22 59 40 34  1 43 31  3  9 64 70 42 30 72 39 33 14 51 61 10 25 23 24 45 68 13  6 55 11 71 66 29 20 46 17 26 37 69 58 19 52 65 38 57 41
 33 53 11 63 65 42 36 68 28 69  3 21 25 18 46 34 32 14 44 71 12 38 30 47 13 49 58  9 54 23 67 17  1 16 51  7 66 22 57 72 56  6 50 19 64 15 24 60 26 43 35 61  2 29 59 41 39 27 55 48 52 70  4 45  5 37 31  8 10 62 20 40
 34 17 60 45 36 30 57 59 20 18 23 15 70 65 12 66  2 10 21  9 19 48 11 44 51 35 31 69 49  6 27 33 32  1 26  5 68 47 72 41 40 46 67 24  4 42 38 22 29 62 25 54 64 52 63 71  7 61  8  3 58 50 55 53 14 16 43 37 28 13 56 39
 35 54 36 27  7 18  5 50 12 40 43  9 42 39 51 25 45  6 71 20 26 58 65 41 16 21  4 56 44 62 60 49 63 59  1  3 70 72 14 10 24 13 11 29 17 69 52 57 32  8 15 47 53  2 67 28 48 22 34 31 64 30 33 61 23 68 55 66 46 37 19 38
 36 18 12  9 51  6 26 41  4 62 63  3 14 13 17 57 15  2 48 31 33 68 46 38 54  7 50 43 39 45 20 65 21 44 49  1 72 24 29 52  8 53 28 34 30 23 66 19 35 27  5 40 42 25 71 58 16 56 60 59 70 10 11 69 32 47 67 22 64 61 55 37
 37 55 61 64 22 67 47 32 69 11 10 70 59 60 56 16 58 71 25 42 40  5 27 35 19 66 23 30 34 28 53  8 52 29 24 72  1 49 44 21 65 20 45 39 43 50  7 54 38 46 68 33 31 48  2 15 57 17 13 14  3 63 62  4 41 26  6 51  9 12 18 36
 38 19 37 46 66 55 68 23 61 33 30 64 31 34 22 48 28 67  2 53 47 15  8 32 57 52 69 17 29 11 13 24 10 14 72 70  3  1 59 63 49 60 62 44 56  4 21 16 41 65 58 26 20 71  6 45 25 51 39 42  9 43 40 12 50  5 18  7 27 36 54 35
 39 56 13 28 37 43 16 14 53 55 50 58  3  8 61  7 71 63 52 64 54 25 62 29 22 38 42  4 24 67 46 40 41 72 47 68  5 26  1 32 33 27  6 49 69 31 35 51 44 11 48 19  9 21 10  2 66 12 65 70 15 23 18 20 59 57 30 36 45 60 17 34
 40 20 62 10  8 31 37  5 45  4 70 52 48 55 27 39 41 59 29  2 61 35 43 26 60 24 15 64 19 50  6 56 72 57 22 66  7 51 16  1 17 67 23 54  9 58 49 13 47 30 38 12 71 44 14 32 34 46 18 25 21  3 69 28 68 36 42 65 63 11 53 33
 41 57 38 65 52 19 58 69 37 26 17 46 20 29 66 71 11 55  6 13 68 45 24 23 25 10 61 51 14 33 39 72 30 42 70 64  9  3 31 43  1 34 40 59 22 12 63 48 50 49 28  5 60 67 18 62  2  7 44 53 27 56 47 36  4 15 54 21  8 35 16 32
 42 21 14 47 23  7  6 60 29 48 37 40 65  3 32 30 54 51 56 24  2 55  5 20 63 69 34 38  9 16 72 15 61 27 45 62 11 28 46 12 58  1 57 64 35 39  4 10 53 68 18 71 49 17 22 19 43 41 70  8 33 36 25 44 13 67 66 50 26 59 52 31
 43 58 63 29 67 68 27 51 21 70 57 34 37 50 71 62 24 47 33 35  9 65 59 17 28 55  7 25  4 72 32 31 19 12 20 60 13 53 61 54 42 41  1 69 48 66 18 45 56 14  8 64 38 40 26 49 11  2 23 36 39 16  3 52 22 46  5  6 44 10 15 30
 44 22 39 11 38 56 48 42 13 19  4 28  9 24 37 21 67 43 10 46 16  2 40 14 66 41 53 12 72 55 65 47 50 70 68 58 15  5  3 23 26  8 18  1 61 20 32  7 59 33 71 57 27 63 30  6 52 36 49 64 45 69 54 60 31 25 17 35 62 34 51 29
 45 59 15 66  9 44 69 33  5 41 24 22 54 71  3 53 37 39 60 57 23 12 21 11 31 27 26 72 67 38 25 63  8 55 43 56 17 30 18 65 10 48 35  6  1 47 46 42 62 52 61 50 16 13 34 36 20 70  2 19 51 49 32 68 40  4 29 64  7 58 14 28
 46 23 64 48 53 32 17 24 70 63 44 16 26 45 42 12  7 35 37 68 30 22  2  8 69 13 72 59 62 21 58  6 39 40 18 54 19 55 33 34 67 15 52 11 14  1 60  4 65 71 51 43  5 36 38 66 61 31 28 47 57 29 10  3 49 56 41 20 25  9 50 27
 47 60 40 30 24 20 38 15 62 12 64 10 71 19  8 44 50 31 14  6 37 32 56  5 34 72 45 46 57  4 18 22 70 25 66 52 21  7 48  3 51 55 69 16 27 28  1 39 68 17 41 36 67 59 42 23 29 65 54  2 63  9 61 11 58 35 53 49 43 33 13 26
 48 24 16 12 68  8 59  6 54 34 11  4 43 66 47  3 20 27 64 17 44 42 37  2 72 58 18 33 52 60 51 38 28 10 41 50 23 32 63 45 35 22 13 21 40 55 15  1 71 36 31 29 56  9 46 53 70 26  7 30 69 62 39 19 67 14 65  5 61 57 49 25
 49 61 65 67 39 69  7 70 46 56 31 71 15 40 13 35 63 23 41 28 51 52 18 72 37 44 64 20 47 43 11 54 59 68 16 48 25 57  5 14 19 62 30 26 53  9 29 36  1 55 21 22 45 32 50 10 38 60 33 58  2 42 17 27  3 66  4 34  6  8 12 24
 50 25 41 49 10 57 28 61 38  5 51 65 60 14 52 67 33 19 18 39 58 62 72 69  2 30 37  7 42 26 44 70 17 53 64 46 27  9 20 56  3 29 47 31 66 36 43 71  4  1 11 15 34 55 54 40  6 21 59 13  8 22 68 35 12 45 16 63 24 32 48 23
 51 62 17 31 54 45 49 52 30 27 71 59 32 61 18 26  3 15 68 50 65 72 53 66 40 16 10 67 37  9  4 13 48 38 39 44 29 34 35 25 60 69 64 36  6 63 57 33  7 20  1  8 23  5 58 70 47 55 12 41 14  2 46 43 21 24 28 19 42 56 11 22
 52 26 66 13 25 33 70 43 22 49 18 53  4 35 57 58 46 11 45 61 72  9 34 63  5  2 56 54 32 65 37 29  6 23 14 42 31 59 50 67 44 36  8 41 19 17 71 68 10 39 64  1 12 28 62 27 15 16 38 69 20 55 24 51 30  3 40 48 60  7 47 21
 53 63 42 68 69 21 18 34 14 71 38 47 49  9 23 17 16  7 22 72  6 19 15 60 43 61 29 41 27 48 70 45 37  8 62 40 33 11 65 36 28  3 25 46 32 44 12 30 13 58 54 67  1 51 66 57 56 50 64 24 26 35  2 59 39 55 52  4  5 31 10 20
 54 27 18 50 40  9 39 25  6 20 58 41 21 56 62 49 59  3 72 10 13 29 69 57  8 47  2 28 22 31 30 61 68 66 37 38 35 36  7  5 12 43 42 51 45 71 26 65 16  4 44 60 63  1 70 14 24 11 17 52 32 15 53 67 48 34 64 33 23 55 46 19
 55 64 67 32 11 70 60 16 71 42  5 35 66 30 28  8 29 72 49 21 20 39 50 54 46 33 48 15 17 14 63  4 26 51 12 36 37 61 22 47 69 10 59 56 58 25 40 27 19 23 34 53 52 24  1 44 65 45 43  7 38 68 31  2 57 13  3 62 41  6  9 18
 56 28 43 14 55 58  8  7 63 64 25 29 38  4 67 40 72 68 26 32 27 49 31 51 11 19 21  2 12 70 23 20 57 36 60 34 39 13 37 16 53 50  3 61 71 52 54 62 22 42 24 46 41 47  5  1 33  6 69 35 44 48  9 10 66 65 15 18 59 30 45 17
 57 65 19 69 26 46 29 71 55 13 45 23 10 51 33 72 42 64  3 43 34 59 12 48 49  5 67 62  7 53 56 36 15 21 35 32 41 38 52 58 37 17 20 66 11  6 68 24 25 61 14 39 30 70  9 31  1 40 22 63 50 28 60 18  2 44 27 47  4 54  8 16
 58 29 68 51 70 34 50 62 47 35 65 17 55 25 72 31 12 60 53 54 41 69 66 45 14 64 40 49  2 36 16 52 46  6 10 30 43 63 67 27 21 57 37 71 24 33  9 59 28  7  4 32 19 20 13 61 42  1 48 18 56  8 38 26 11 23 39  3 22  5 44 15
